Locus	Sclero	ToxPoly
uce-3821	-3495.7312	-3483.1446	
uce-3823	-6172.6690	-6169.2063	
uce-3824	-1788.2024	-1788.3207	
uce-3825	-1694.7277	-1696.0827	
uce-3826	-2356.3030	-2360.5735	
uce-3828	-970.7599	-970.7559	
uce-383	-2806.3495	-2798.7665	
uce-3830	-3499.7395	-3504.2215	
uce-3831	-3144.4642	-3142.9728	
uce-3835	-2523.6804	-2521.6920	
uce-3836	-2449.4705	-2451.5602	
uce-3837	-1376.2429	-1376.8802	
uce-3842	-2740.0255	-2736.3605	
uce-3843	-2441.3851	-2441.5195	
uce-3845	-1903.2532	-1903.9521	
uce-3847	-2909.8604	-2907.1967	
uce-3849	-2104.2601	-2104.8636	
uce-385	-2528.3430	-2529.8947	
uce-3850	-2392.5535	-2395.1713	
uce-3851	-1574.7877	-1573.2562	
uce-3852	-2872.4775	-2873.2114	
uce-3853	-1785.5046	-1784.6431	
uce-3854	-4312.7429	-4310.3730	
uce-3856	-4654.3548	-4655.1858	
uce-3857	-3272.0637	-3255.9405	
uce-3860	-2197.0954	-2193.2159	
uce-3861	-2570.0871	-2568.7974	
uce-3862	-2840.1609	-2840.9438	
uce-3863	-2462.3626	-2448.9250	
uce-3864	-2519.7324	-2517.0343	
uce-3870	-2182.2129	-2180.9324	
uce-3871	-3470.5279	-3471.4159	
uce-3873	-2905.7795	-2899.0766	
uce-3874	-4558.5751	-4557.0864	
uce-3879	-2507.2928	-2502.3511	
uce-388	-4009.3849	-4006.5387	
uce-3882	-2076.7576	-2074.5453	
uce-3884	-2362.9045	-2368.2534	
uce-3887	-4258.7479	-4262.5284	
uce-389	-2971.8447	-2976.0989	
uce-3890	-2760.6020	-2750.4244	
uce-3891	-550.2240	-551.2669	
uce-3892	-1650.3993	-1650.3991	
uce-3893	-1636.1188	-1635.9886	
uce-3894	-2709.1978	-2709.5464	
uce-3895	-3448.1314	-3453.3940	
uce-3896	-1947.5334	-1946.3372	
uce-3897	-3921.5960	-3921.8393	
uce-390	-2876.2504	-2871.2914	
uce-3900	-4763.8943	-4758.9377	
uce-3901	-3554.0734	-3547.7811	
uce-3902	-2599.5213	-2593.6321	
uce-3903	-1002.1621	-995.0296	
uce-3904	-3399.3720	-3401.2107	
uce-3905	-2400.5278	-2395.3755	
uce-3906	-3591.1703	-3584.6349	
uce-3907	-3549.4117	-3546.4204	
uce-3909	-1071.7732	-1069.2831	
uce-3910	-2856.2876	-2856.8370	
uce-3911	-3555.7757	-3558.8797	
uce-3912	-2154.2758	-2154.3529	
uce-3913	-3885.3581	-3884.6628	
uce-3914	-3412.5540	-3412.0893	
uce-3915	-2307.9234	-2311.5407	
uce-3917	-4212.4033	-4211.8358	
uce-3918	-4857.5496	-4852.2716	
uce-3919	-4193.5422	-4192.4602	
uce-392	-3774.9047	-3773.8848	
uce-3922	-2719.6573	-2725.8592	
uce-3924	-3144.3721	-3133.6949	
uce-3926	-4342.2342	-4342.2672	
uce-3927	-1896.8135	-1895.8287	
uce-3929	-2411.3551	-2405.8845	
uce-393	-2092.6685	-2092.1427	
uce-3930	-2759.2067	-2756.2700	
uce-3931	-2905.0405	-2897.0433	
uce-3932	-2887.8343	-2887.2242	
uce-3933	-1369.9233	-1370.9111	
uce-3936	-3132.9638	-3131.2802	
uce-3937	-3650.7358	-3643.5220	
uce-3938	-2739.1609	-2739.4438	
uce-3939	-2727.7774	-2720.9385	
uce-394	-2642.9978	-2642.1791	
uce-3940	-1751.7533	-1748.5306	
uce-3942	-3734.7896	-3740.4712	
uce-3943	-2115.5969	-2115.5972	
uce-3945	-1773.0091	-1772.4872	
uce-395	-1871.3084	-1873.8757	
uce-3950	-1992.0853	-1986.0450	
uce-3957	-5847.9896	-5839.7525	
uce-3958	-2474.1100	-2473.1928	
uce-3959	-3762.8919	-3761.9684	
uce-396	-3206.4154	-3210.9741	
uce-3964	-2834.8729	-2831.6152	
uce-3966	-2745.7293	-2735.0896	
uce-3967	-2963.9381	-2963.9805	
uce-3968	-3552.8766	-3547.3390	
uce-3969	-2369.8036	-2371.5623	
uce-3970	-5395.0010	-5404.2512	
uce-3973	-2512.5173	-2513.1960	
uce-3975	-2145.2660	-2149.4662	
uce-3976	-4348.9192	-4349.8867	
uce-3978	-2155.1579	-2154.5969	
uce-398	-3577.5543	-3577.3094	
uce-3981	-1470.1694	-1470.1693	
uce-3982	-2782.2638	-2780.3995	
uce-3984	-2742.3259	-2742.4657	
uce-3987	-2039.8730	-2033.5918	
uce-3988	-5585.3084	-5584.0728	
uce-3989	-4512.7200	-4519.7690	
uce-3990	-4135.5866	-4130.7619	
uce-3991	-1476.7590	-1473.6530	
uce-3992	-2195.6612	-2195.0046	
uce-3994	-3643.4911	-3643.0375	
uce-3995	-2311.0136	-2309.1741	
uce-3997	-1951.2707	-1947.6425	
uce-3998	-3531.1597	-3528.1782	
uce-3999	-2074.4874	-2070.8173	
uce-4	-2803.5475	-2798.7231	
uce-400	-1492.2571	-1491.7323	
uce-4000	-2931.1612	-2930.4112	
uce-4001	-2986.0661	-2980.2166	
uce-4003	-2042.4376	-2042.3772	
uce-4004	-3476.4514	-3462.1349	
uce-4005	-1286.0772	-1286.4377	
uce-4007	-2744.6485	-2737.5453	
uce-4008	-2650.7779	-2646.9369	
uce-4009	-4481.6156	-4479.5605	
uce-401	-4151.8349	-4154.3220	
uce-4010	-2749.7269	-2745.3133	
uce-4011	-4017.1417	-4013.2251	
uce-4012	-3301.6542	-3298.5209	
uce-4013	-2847.0529	-2851.9290	
uce-4014	-3771.3014	-3770.0717	
uce-4018	-4317.1641	-4312.5489	
uce-4020	-3624.6895	-3619.6019	
uce-4021	-3454.5616	-3455.4376	
uce-4022	-2522.0769	-2518.7607	
uce-4023	-3258.8583	-3289.7537	
uce-4024	-1364.5961	-1366.7629	
uce-4025	-2689.7948	-2680.6744	
uce-4026	-3976.3029	-3974.2600	
uce-4027	-4724.8695	-4723.3363	
uce-4028	-2814.3330	-2813.7595	
uce-4033	-1315.4632	-1307.4514	
uce-4035	-2592.9748	-2589.5498	
uce-4036	-3392.9162	-3386.8790	
uce-4038	-2644.6238	-2646.7407	
uce-4039	-5463.7243	-5456.0299	
uce-404	-3678.2315	-3675.0852	
uce-4042	-3153.5562	-3147.8841	
uce-4044	-2420.5640	-2414.5660	
uce-4045	-4850.8077	-4845.9704	
uce-4046	-3449.1283	-3453.4421	
uce-4049	-1891.3840	-1892.3160	
uce-4050	-3273.1486	-3271.0617	
uce-4051	-2215.2635	-2203.7948	
uce-406	-2864.7832	-2865.0091	
uce-4061	-5294.9313	-5289.2076	
uce-4063	-3064.2794	-3066.1891	
uce-4066	-3005.7682	-3005.8984	
uce-4067	-2275.6853	-2269.7683	
uce-4068	-2866.6698	-2866.5015	
uce-4069	-2247.2588	-2249.4702	
uce-4071	-4424.5653	-4424.2285	
uce-4072	-2559.9700	-2562.2481	
uce-4075	-3192.0176	-3191.3046	
uce-4076	-3263.4063	-3262.4684	
uce-4077	-2562.0381	-2558.0754	
uce-4078	-1321.6687	-1321.8008	
uce-4079	-3238.2854	-3228.3416	
uce-408	-2814.8057	-2808.4021	
uce-4080	-2623.2449	-2624.3331	
uce-4081	-3427.4413	-3426.5106	
uce-4082	-4491.8804	-4488.2851	
uce-4086	-3450.5645	-3449.1736	
uce-4088	-2212.0524	-2206.7828	
uce-4089	-1573.5411	-1572.7898	
uce-4090	-2676.1523	-2671.4180	
uce-4091	-2578.6356	-2577.3498	
uce-4094	-3137.3772	-3136.4421	
uce-4095	-2568.4494	-2568.0184	
uce-4096	-3613.2870	-3614.0433	
uce-4097	-3518.7857	-3499.8929	
uce-4099	-3699.8349	-3697.2476	
uce-41	-2227.7270	-2215.5196	
uce-4101	-3494.0047	-3483.5027	
uce-4102	-4010.7567	-4015.5778	
uce-4106	-3867.7224	-3855.4826	
uce-4107	-5077.0447	-5075.1518	
uce-411	-3441.9019	-3432.3206	
uce-4110	-3798.0195	-3799.8723	
uce-4111	-3287.4882	-3287.9264	
uce-4113	-3081.0274	-3075.8685	
uce-4114	-2345.9599	-2344.9969	
uce-4115	-3543.2215	-3543.5507	
uce-4116	-2641.1919	-2639.8720	
uce-4117	-3698.7664	-3696.4902	
uce-4118	-5082.8898	-5082.5138	
uce-4119	-3335.2982	-3332.9869	
uce-412	-5122.0706	-5122.6504	
uce-4122	-2705.1017	-2703.8394	
uce-4124	-3886.9432	-3884.4287	
uce-4128	-3448.9238	-3450.0421	
uce-413	-4134.8506	-4130.4751	
uce-4131	-4575.2539	-4567.4698	
uce-4132	-3021.5428	-3016.8151	
uce-4135	-2058.3454	-2062.3970	
uce-4136	-4093.7551	-4103.0335	
uce-4140	-2089.2864	-2122.8512	
uce-4141	-2015.2893	-2014.9571	
uce-4143	-768.5966	-766.3167	
uce-4146	-3309.0571	-3308.5477	
uce-4147	-3161.8072	-3162.5709	
uce-415	-3583.2352	-3584.8460	
uce-4151	-3668.0142	-3664.2771	
uce-4154	-2629.8644	-2628.6566	
uce-4155	-2835.0235	-2835.4885	
uce-4157	-3715.6210	-3715.6213	
uce-4159	-1895.1489	-1890.4447	
uce-416	-3949.1117	-3941.3284	
uce-4160	-2825.3649	-2825.0150	
uce-4161	-2612.2415	-2606.0121	
uce-4166	-2010.3538	-2006.8537	
uce-4167	-3470.5984	-3466.7690	
uce-4169	-1501.0577	-1502.1160	
uce-417	-3729.7534	-3724.6538	
uce-4170	-4129.7922	-4130.8996	
uce-4171	-2851.1114	-2846.8124	
uce-4172	-2247.0064	-2247.0094	
uce-4173	-2377.9871	-2379.9568	
uce-4174	-2950.6282	-2949.9658	
uce-4175	-3424.8592	-3419.8203	
uce-4176	-4662.1636	-4660.1436	
uce-4178	-3325.9561	-3325.9343	
uce-4179	-4199.3991	-4197.8889	
uce-418	-3207.4934	-3207.4925	
uce-4180	-2463.4767	-2463.8509	
uce-4181	-3999.5659	-3994.0308	
uce-4183	-2518.6261	-2519.0875	
uce-4184	-3763.0885	-3761.1737	
uce-4187	-2914.6551	-2913.1931	
uce-4189	-2055.7735	-2055.1669	
uce-419	-2614.3142	-2614.8432	
uce-4190	-3230.4011	-3230.1775	
uce-4192	-861.1259	-858.8534	
uce-4195	-1063.3204	-1065.4923	
uce-4198	-2421.9214	-2423.9331	
uce-4199	-2084.4135	-2084.6812	
uce-42	-3989.6677	-3988.6583	
uce-420	-3575.1219	-3569.6914	
uce-4200	-3727.0046	-3725.2618	
uce-4201	-2692.5805	-2688.7502	
uce-4202	-3475.3013	-3474.4558	
uce-4205	-3009.1010	-3008.4824	
uce-4206	-1663.3165	-1662.1365	
uce-4207	-2956.3611	-2955.1363	
uce-4208	-4645.8690	-4645.9415	
uce-421	-1660.1768	-1656.6210	
uce-4210	-2062.5283	-2059.1587	
uce-4211	-2058.4270	-2057.5016	
uce-4212	-3871.1890	-3874.7310	
uce-4215	-3899.4449	-3890.9925	
uce-4216	-3090.9937	-3086.7698	
uce-4217	-3717.4441	-3711.0937	
uce-422	-3399.0398	-3393.6416	
uce-4220	-1384.5777	-1380.6363	
uce-4222	-3675.4638	-3669.1370	
uce-4223	-3779.2072	-3772.1812	
uce-4224	-2617.1380	-2613.3425	
uce-4225	-1472.0882	-1471.4265	
uce-4227	-3032.2659	-3027.1768	
uce-4231	-3515.7753	-3513.1966	
uce-4232	-3148.2388	-3149.0369	
uce-4234	-4009.5436	-4007.0078	
uce-4236	-2213.2545	-2221.8278	
uce-4237	-2942.0310	-2943.2690	
uce-4238	-4215.5011	-4215.1960	
uce-424	-4365.4021	-4354.8460	
uce-4248	-1531.9863	-1531.1446	
uce-4249	-3387.8370	-3397.5807	
uce-4250	-3883.5958	-3879.2363	
uce-4254	-3457.2281	-3457.3103	
uce-4256	-2639.3835	-2638.3921	
uce-4258	-2844.8872	-2836.1776	
uce-4259	-4060.6141	-4064.9969	
uce-426	-2094.8746	-2085.2528	
uce-4261	-3926.8324	-3925.1452	
uce-4263	-1441.9965	-1447.3812	
uce-4264	-2301.0580	-2302.8820	
uce-4265	-2557.0629	-2556.8428	
uce-4267	-4160.5034	-4153.8848	
uce-4274	-2832.0130	-2830.9055	
uce-4278	-1989.1360	-1989.1359	
uce-4279	-2720.7260	-2720.7262	
uce-4280	-2648.4732	-2646.6972	
uce-4284	-2949.3232	-2948.3523	
uce-4285	-3499.4393	-3500.7047	
uce-4286	-4160.9328	-4158.7377	
uce-4287	-2801.8063	-2803.1197	
uce-4289	-2276.7533	-2276.3285	
uce-4292	-3423.1607	-3423.2538	
uce-4293	-3314.7471	-3312.8605	
uce-4294	-4635.3134	-4635.7660	
uce-4295	-5128.2824	-5126.6331	
uce-43	-3470.5647	-3467.8507	
uce-430	-2905.2259	-2916.3306	
uce-4300	-894.0117	-891.7866	
uce-4301	-2338.9242	-2331.9236	
uce-4302	-3739.9466	-3735.4364	
uce-4303	-3588.5845	-3586.3477	
uce-4304	-3726.2845	-3748.3692	
uce-4305	-1616.9594	-1616.9444	
uce-4308	-2345.5718	-2344.4579	
uce-4309	-3613.1759	-3614.1241	
uce-431	-2395.5646	-2395.1838	
uce-4310	-622.2261	-622.2245	
uce-4311	-4839.8658	-4836.9666	
uce-4312	-1428.9213	-1425.0303	
uce-4313	-3460.0945	-3461.0467	
uce-4314	-2239.4846	-2231.4213	
uce-4315	-1620.8309	-1613.8207	
uce-4316	-3136.6865	-3131.6986	
uce-4317	-4544.0757	-4544.6646	
uce-4318	-3339.0391	-3336.0969	
uce-432	-3603.5787	-3603.0870	
uce-4320	-3013.2132	-3011.0616	
uce-4323	-2051.5913	-2052.8084	
uce-4324	-5670.3585	-5670.4798	
uce-4325	-1898.1523	-1890.9332	
uce-4327	-2530.2032	-2529.5302	
uce-4330	-4252.2968	-4251.7742	
uce-4332	-1662.7954	-1660.3985	
uce-4334	-2581.2220	-2581.8340	
uce-4335	-3511.3804	-3514.5651	
uce-4336	-1364.0922	-1367.6069	
uce-4337	-6892.8886	-6888.6547	
uce-4338	-3556.0982	-3553.4512	
uce-4339	-3504.3936	-3499.3087	
uce-434	-2718.2780	-2716.7437	
uce-4342	-1737.1070	-1737.1070	
uce-4343	-4016.5232	-4018.3575	
uce-4344	-2853.5920	-2852.6079	
uce-4345	-2700.5856	-2700.9011	
uce-4346	-2075.9276	-2073.7342	
uce-4347	-1249.2329	-1249.2328	
uce-4348	-3796.4068	-3795.5241	
uce-4349	-2147.4223	-2143.7497	
uce-4353	-1234.8341	-1235.1368	
uce-4354	-3245.5032	-3242.2550	
uce-4355	-1013.9453	-1011.7657	
uce-4356	-1771.8090	-1770.0364	
uce-4359	-2333.0925	-2329.3859	
uce-436	-5164.9849	-5165.0964	
uce-4360	-2649.0449	-2648.4424	
uce-4361	-2207.1368	-2210.0357	
uce-4363	-3984.3887	-3985.8269	
uce-4364	-4477.6663	-4479.7585	
uce-4367	-3613.1493	-3611.9657	
uce-4368	-2147.6287	-2147.6559	
uce-437	-3247.5595	-3246.1682	
uce-4371	-2660.6970	-2646.4569	
uce-4377	-3754.6683	-3752.4768	
uce-438	-2760.0749	-2760.6179	
uce-4384	-1419.9272	-1419.3343	
uce-4386	-3800.8494	-3796.9535	
uce-4389	-2019.5622	-2017.5288	
uce-4394	-2247.0757	-2246.3467	
uce-4395	-4693.9965	-4693.8870	
uce-4398	-2334.8578	-2323.3387	
uce-44	-3806.4635	-3799.3421	
uce-4400	-3728.9513	-3731.8342	
uce-4401	-3020.1567	-3014.3637	
uce-4402	-2944.6749	-2937.7893	
uce-4403	-4399.2832	-4394.7869	
uce-4404	-4429.7560	-4427.8892	
uce-4407	-2307.9874	-2307.4526	
uce-4408	-2879.4339	-2879.3896	
uce-441	-2581.0598	-2580.9406	
uce-4410	-3128.8846	-3131.6513	
uce-4413	-2029.7078	-2033.7334	
uce-4414	-2441.6669	-2444.4750	
uce-4415	-3088.4184	-3086.6829	
uce-4416	-2461.6094	-2459.2389	
uce-4417	-3787.3673	-3780.5568	
uce-442	-2946.8659	-2942.3492	
uce-4420	-2794.3266	-2794.0045	
uce-4421	-2880.2969	-2880.7642	
uce-4423	-2849.3718	-2850.4937	
uce-4425	-3615.5476	-3614.1739	
uce-4426	-2863.3363	-2864.4247	
uce-4427	-1604.0766	-1602.3428	
uce-4429	-3848.6291	-3848.0723	
uce-443	-3555.9314	-3553.4322	
uce-4430	-2559.2637	-2573.9174	
uce-4433	-2349.0192	-2352.6047	
uce-4434	-3782.3379	-3780.3938	
uce-4435	-2946.0363	-2945.2289	
uce-4436	-2612.0931	-2608.2044	
uce-4437	-652.8815	-651.6862	
uce-4438	-2147.9640	-2148.4174	
uce-4442	-3324.8238	-3321.4924	
uce-4443	-5070.9508	-5071.7575	
uce-4445	-2735.8098	-2733.8452	
uce-4446	-2423.2569	-2420.4974	
uce-4447	-3989.2884	-3987.0204	
uce-445	-3180.5013	-3179.6461	
uce-4450	-4415.4418	-4414.6978	
uce-4452	-4467.3577	-4471.8561	
uce-4453	-4551.8343	-4546.1534	
uce-4455	-4011.6381	-4011.8145	
uce-4456	-3591.6447	-3586.4503	
uce-4457	-4329.1375	-4311.6713	
uce-4458	-3387.7787	-3381.6285	
uce-4459	-3077.7240	-3072.8857	
uce-4463	-2885.9671	-2885.9630	
uce-4465	-2558.7016	-2554.3186	
uce-4466	-2447.1816	-2443.6835	
uce-447	-3566.6723	-3561.1713	
uce-4472	-3918.0888	-3912.1960	
uce-4473	-1562.7555	-1562.0751	
uce-4474	-1723.7075	-1721.2860	
uce-4477	-4863.9347	-4861.2306	
uce-4479	-4565.4065	-4565.7243	
uce-4482	-2566.0134	-2563.4186	
uce-4484	-2404.0083	-2402.8541	
uce-4485	-4599.9162	-4598.5085	
uce-4486	-3953.2184	-3950.3551	
uce-4489	-2530.4403	-2529.0000	
uce-449	-3237.6303	-3231.6742	
uce-4492	-2457.2373	-2457.5546	
uce-4494	-2477.2292	-2477.6808	
uce-4498	-2262.1961	-2260.7390	
uce-45	-3307.4589	-3306.3349	
uce-450	-2849.5287	-2847.2172	
uce-4500	-3938.4927	-3933.0056	
uce-4504	-3105.6353	-3112.8177	
uce-4507	-2103.9561	-2104.8598	
uce-4509	-5113.8139	-5111.7316	
uce-4511	-1468.5956	-1471.4256	
uce-4512	-2312.2921	-2303.8464	
uce-4513	-3825.9029	-3824.4177	
uce-4515	-4582.6071	-4580.2033	
uce-4516	-2924.2541	-2923.9094	
uce-4518	-2532.0124	-2524.2394	
uce-4519	-4019.8337	-4026.0091	
uce-4521	-3085.6368	-3090.5798	
uce-4522	-5417.4533	-5403.2216	
uce-4523	-2268.2513	-2268.2527	
uce-4524	-2587.1550	-2583.4682	
uce-4525	-4285.8081	-4277.8234	
uce-4527	-3092.7441	-3086.2352	
uce-4528	-1623.8041	-1619.0802	
uce-453	-3693.9422	-3695.3729	
uce-4530	-892.1626	-889.5131	
uce-4531	-2466.6932	-2472.9553	
uce-4532	-2853.1674	-2851.3254	
uce-4534	-2835.8607	-2835.8501	
uce-4535	-1944.5757	-1941.8851	
uce-4536	-4110.8486	-4112.3070	
uce-4537	-2319.5111	-2301.9217	
uce-4538	-2695.5301	-2693.5489	
uce-4539	-2321.1065	-2315.8579	
uce-454	-4308.3137	-4308.6658	
uce-4540	-2705.3486	-2708.2765	
uce-4541	-3166.6949	-3168.3617	
uce-4542	-2536.3608	-2538.1728	
uce-4544	-2073.7797	-2074.9634	
uce-4546	-3116.7543	-3115.2228	
uce-4547	-4819.7790	-4814.7527	
uce-4548	-3654.1453	-3645.8167	
uce-4549	-1878.8069	-1878.8065	
uce-4550	-2845.4662	-2843.2149	
uce-4552	-4905.4825	-4908.7926	
uce-4553	-3054.7229	-3046.4120	
uce-4554	-3018.0561	-3014.4452	
uce-4555	-2092.9993	-2088.6802	
uce-4557	-3604.8323	-3589.2262	
uce-4558	-4057.4932	-4057.2217	
uce-4559	-3283.9217	-3280.0622	
uce-4560	-4358.6995	-4365.9506	
uce-4562	-2328.7110	-2323.5429	
uce-4564	-2267.7203	-2268.6385	
uce-4565	-3550.0091	-3550.0300	
uce-4566	-2079.3947	-2079.7739	
uce-4569	-3717.2097	-3713.4273	
uce-457	-3712.5747	-3711.4114	
uce-4570	-4515.7390	-4525.6771	
uce-4573	-1728.3085	-1728.9282	
uce-4574	-2498.9913	-2501.5634	
uce-4575	-4540.8478	-4540.2579	
uce-4578	-2657.1834	-2656.2501	
uce-4580	-5182.0428	-5180.7454	
uce-4584	-3458.5947	-3454.6120	
uce-4585	-1414.4632	-1413.7176	
uce-4586	-1777.9731	-1775.0247	
uce-4587	-2167.6492	-2170.8344	
uce-4588	-4718.0419	-4718.9029	
uce-459	-2811.1904	-2808.8037	
uce-4590	-2913.5890	-2909.9417	
uce-4591	-2890.5293	-2889.1041	
uce-4592	-2672.6937	-2671.3770	
uce-4593	-4955.9485	-4960.8258	
uce-4594	-3557.3188	-3555.9328	
uce-4598	-1208.7566	-1211.1182	
uce-4599	-2608.4052	-2607.4451	
uce-46	-3066.9675	-3064.6537	
uce-460	-1595.8380	-1595.8379	
uce-4600	-5029.0405	-5027.3664	
uce-4602	-2682.7800	-2684.0034	
uce-4604	-2252.0103	-2249.8868	
uce-4605	-3599.5888	-3590.3355	
uce-4606	-2182.3294	-2186.2996	
uce-4607	-1145.5689	-1142.7351	
uce-4608	-3776.5012	-3771.5902	
uce-4609	-2931.9252	-2935.8254	
uce-4610	-2428.1005	-2428.1006	
uce-4612	-2402.4300	-2397.0517	
uce-4614	-3394.5057	-3394.2548	
uce-4615	-3518.9387	-3515.5066	
uce-4616	-4880.4740	-4878.8592	
uce-4618	-2379.3271	-2386.5473	
uce-4619	-2583.1778	-2577.2279	
uce-462	-3942.4788	-3943.6375	
uce-4621	-2828.5914	-2823.3018	
uce-4623	-1855.7049	-1853.6989	
uce-4625	-2936.4144	-2929.9596	
uce-4626	-3672.4901	-3670.5092	
uce-4629	-2642.6274	-2639.5076	
uce-463	-5290.1306	-5273.2976	
uce-4632	-2696.2553	-2691.3928	
uce-4633	-3152.2122	-3146.2568	
uce-4637	-2617.9072	-2617.7962	
uce-4638	-2584.5950	-2581.6735	
uce-4639	-4219.4948	-4215.6315	
uce-464	-1923.5296	-1925.9313	
uce-4640	-2788.1734	-2787.4046	
uce-4641	-3390.5992	-3380.4839	
uce-4642	-2302.8100	-2302.7899	
uce-4643	-2437.7770	-2441.9509	
uce-4644	-2161.7529	-2161.8177	
uce-4646	-3002.0687	-2996.2123	
uce-4651	-1696.9450	-1697.4611	
uce-4652	-3028.1939	-3026.7348	
uce-4653	-1751.6101	-1745.6690	
uce-4654	-1691.1268	-1688.2876	
uce-4656	-1923.8929	-1923.5667	
uce-4658	-2441.3890	-2435.7016	
uce-4659	-3369.5166	-3358.3366	
uce-4660	-1453.3235	-1451.5612	
uce-4661	-2524.9073	-2523.9415	
uce-4662	-3649.4124	-3652.6184	
uce-4666	-3217.9018	-3209.4352	
uce-4670	-3142.7455	-3137.2399	
uce-4671	-3288.7266	-3286.3325	
uce-4672	-4695.5193	-4687.2928	
uce-4673	-1512.7665	-1517.5289	
uce-4674	-2621.1649	-2625.4395	
uce-4676	-2886.7717	-2886.5990	
uce-4678	-2532.8823	-2526.2989	
uce-4679	-3204.3039	-3205.9173	
uce-4680	-4726.3731	-4725.3401	
uce-4681	-3744.9351	-3746.2715	
uce-4682	-3709.2132	-3705.7738	
uce-4683	-2213.1101	-2212.9317	
uce-4686	-1931.6276	-1933.1155	
uce-4687	-1268.1928	-1267.2010	
uce-4688	-1647.7128	-1642.3867	
uce-469	-3731.8566	-3731.0478	
uce-4690	-5270.8025	-5272.1738	
uce-4692	-4235.3946	-4236.3191	
uce-4693	-1773.4789	-1771.5891	
uce-4694	-2659.1020	-2663.6557	
uce-4695	-2717.3658	-2718.6233	
uce-4696	-4640.5615	-4638.6249	
uce-4697	-3393.7727	-3391.5248	
uce-47	-3191.5092	-3188.6605	
uce-4702	-2420.2837	-2419.5495	
uce-4703	-4000.7060	-3999.9066	
uce-4704	-3579.7337	-3581.0383	
uce-4705	-2859.6734	-2853.6560	
uce-4706	-4086.3484	-4081.0576	
uce-4707	-3677.1427	-3677.1596	
uce-4711	-2444.4457	-2441.7972	
uce-4712	-740.0646	-740.2969	
uce-4713	-3735.1740	-3729.7359	
uce-4714	-2566.1035	-2555.0555	
uce-4716	-4782.0876	-4780.1127	
uce-4719	-2834.4080	-2830.8304	
uce-472	-5719.8988	-5714.7998	
uce-4721	-970.3191	-970.5857	
uce-4724	-3543.9240	-3541.9719	
uce-4725	-1289.1942	-1293.7528	
uce-4726	-2454.9969	-2451.3891	
uce-4729	-3821.2764	-3821.7756	
uce-4732	-2128.6343	-2130.4683	
uce-4733	-3079.2013	-3079.3162	
uce-4735	-1775.2502	-1776.3695	
uce-4738	-2171.7443	-2169.4739	
uce-4739	-3828.6728	-3823.6969	
uce-4741	-3576.3919	-3579.1252	
uce-4742	-4349.4834	-4341.8393	
uce-4743	-2083.6629	-2086.5991	
uce-4744	-4271.6136	-4270.8098	
uce-4747	-1531.3053	-1531.3053	
uce-4750	-4835.3605	-4836.0413	
uce-4751	-2087.7341	-2074.7967	
uce-4752	-3067.4556	-3058.1762	
uce-4753	-3694.0432	-3692.4154	
uce-4754	-3763.1363	-3755.5703	
uce-4757	-1663.9226	-1661.0609	
uce-4760	-2421.4466	-2416.3913	
uce-4761	-2566.1001	-2563.3842	
uce-4762	-3397.6595	-3397.4823	
uce-4763	-3458.4594	-3460.2331	
uce-4764	-3045.3455	-3044.4080	
uce-4765	-2450.6176	-2447.9510	
uce-4766	-2786.2393	-2788.0223	
uce-4769	-2814.7625	-2812.0243	
uce-4770	-1820.5261	-1818.6095	
uce-4771	-1327.8826	-1328.4574	
uce-4775	-2498.4045	-2496.8798	
uce-4776	-3756.9434	-3750.2214	
uce-4777	-4254.0615	-4255.6961	
uce-4778	-2876.6381	-2871.9925	
uce-4779	-3041.3056	-3038.8121	
uce-478	-3492.5148	-3482.9966	
uce-4780	-5401.6206	-5401.3452	
uce-4782	-3898.4206	-3894.4046	
uce-4784	-4416.6977	-4416.7644	
uce-4786	-3837.2882	-3836.4996	
uce-4788	-3619.4639	-3615.9152	
uce-4789	-4494.0702	-4492.7601	
uce-4790	-1442.8869	-1442.9080	
uce-4792	-4186.3809	-4182.6484	
uce-4797	-2483.5404	-2485.2656	
uce-4798	-3723.8586	-3726.7127	
uce-4799	-3662.1609	-3660.2432	
uce-4804	-6075.9563	-6074.7469	
uce-4806	-2451.1706	-2451.4365	
uce-4807	-1983.3429	-1982.7570	
uce-4808	-5713.6727	-5708.9927	
uce-4810	-2597.4496	-2599.1583	
uce-4813	-3968.4766	-3965.0803	
uce-4816	-1362.8067	-1360.5667	
uce-4818	-1438.2288	-1443.8873	
uce-4819	-4967.4770	-4962.0491	
uce-4820	-2091.3075	-2091.4630	
uce-4822	-2035.9124	-2033.2139	
uce-4823	-2967.4766	-2967.7121	
uce-4824	-3734.5162	-3728.2920	
uce-4827	-2948.7801	-2949.8689	
uce-4828	-2407.2205	-2413.7887	
uce-4829	-1705.9525	-1704.8929	
uce-483	-2179.8296	-2179.7307	
uce-4830	-2540.6169	-2540.6171	
uce-4831	-4084.5871	-4084.3884	
uce-4832	-1940.2438	-1926.3988	
uce-4833	-5169.6837	-5168.7101	
uce-4835	-4038.2862	-4039.9483	
uce-4837	-4630.2393	-4624.1298	
uce-4839	-4447.2062	-4437.0708	
uce-4840	-819.3988	-821.7919	
uce-4841	-2416.7862	-2415.5645	
uce-4842	-3080.1132	-3085.7413	
uce-4843	-5507.0925	-5505.8985	
uce-4845	-4270.4872	-4267.9738	
uce-4846	-3346.8606	-3346.3499	
uce-4847	-2543.0518	-2534.2549	
uce-4848	-2999.6895	-3004.3359	
