Locus	Sclero	ToxPoly
uce-4136	-4505.09	-4519.33	
uce-4140	-2289.27	-2337.79	
uce-4141	-2253.09	-2253.84	
uce-4143	-932.37	-930.15	
uce-4146	-3674.33	-3671.68	
uce-4147	-3531.97	-3526.23	
uce-415	-3959.87	-3960.27	
uce-4151	-4201.13	-4201.21	
uce-4154	-2971.45	-2965.73	
uce-4155	-3140.15	-3143.91	
uce-4157	-4125.58	-4123.34	
uce-4159	-2135.49	-2128.46	
uce-416	-4367.92	-4348.62	
uce-4160	-3181.68	-3182.85	
uce-4161	-2976.47	-2964.91	
uce-4166	-2255.70	-2251.68	
uce-4167	-3878.56	-3868.24	
uce-4169	-1706.11	-1705.78	
uce-417	-4218.14	-4202.84	
uce-4170	-4660.17	-4653.24	
uce-4171	-3222.66	-3214.77	
uce-4172	-2726.93	-2732.25	
uce-4173	-2586.15	-2588.00	
uce-4174	-3369.79	-3363.25	
uce-4175	-3817.35	-3802.93	
uce-4176	-5201.58	-5196.90	
uce-4178	-3749.70	-3749.03	
uce-4179	-4781.54	-4778.96	
uce-418	-3556.78	-3556.67	
uce-4180	-2916.45	-2915.69	
uce-4181	-4592.64	-4574.98	
uce-4183	-3030.31	-3031.36	
uce-4184	-4357.19	-4350.23	
uce-4187	-3331.43	-3329.21	
uce-4189	-2276.88	-2272.84	
uce-419	-3000.96	-3005.31	
uce-4190	-3604.47	-3602.37	
uce-4192	-1035.28	-1035.82	
uce-4195	-1203.23	-1207.27	
uce-4198	-2854.17	-2849.49	
uce-4199	-2398.90	-2398.40	
uce-42	-4440.39	-4430.90	
uce-420	-4120.65	-4115.12	
uce-4200	-4212.86	-4206.55	
uce-4201	-3035.23	-3028.06	
uce-4202	-3901.74	-3902.93	
uce-4205	-3369.07	-3367.83	
uce-4206	-1902.56	-1904.32	
uce-4207	-3282.38	-3275.05	
uce-4208	-5132.40	-5135.65	
uce-421	-1826.22	-1819.80	
uce-4210	-2366.94	-2355.28	
uce-4211	-2337.26	-2335.93	
uce-4212	-4236.69	-4243.07	
uce-4215	-4383.46	-4366.96	
uce-4216	-3503.47	-3496.30	
uce-4217	-4227.85	-4210.21	
uce-422	-3735.55	-3728.36	
uce-4220	-1590.56	-1585.55	
uce-4222	-4160.54	-4152.11	
uce-4223	-4176.95	-4167.27	
uce-4224	-3094.52	-3082.13	
uce-4225	-1786.96	-1781.37	
uce-4227	-3388.12	-3378.28	
uce-4231	-3772.47	-3765.59	
uce-4232	-3579.95	-3581.61	
uce-4234	-4472.16	-4470.10	
uce-4236	-2780.07	-2793.94	
uce-4237	-3355.16	-3356.05	
uce-4238	-4732.15	-4735.11	
uce-424	-4855.40	-4829.70	
uce-4248	-1736.66	-1733.02	
uce-4249	-3763.08	-3770.83	
uce-4250	-4425.72	-4421.22	
uce-4254	-3949.27	-3948.77	
uce-4256	-2966.14	-2963.97	
uce-4258	-3095.18	-3076.22	
uce-4259	-4613.03	-4612.40	
uce-426	-2244.14	-2228.04	
uce-4261	-4395.06	-4388.22	
uce-4263	-1606.57	-1604.91	
uce-4264	-2727.46	-2722.18	
uce-4265	-2928.08	-2929.04	
uce-4267	-4751.49	-4726.07	
uce-4274	-3126.82	-3123.81	
uce-4278	-2424.18	-2426.13	
uce-4279	-2898.06	-2902.71	
uce-4280	-2879.35	-2878.28	
uce-4284	-3342.50	-3334.18	
uce-4285	-4013.17	-4018.33	
uce-4286	-4695.46	-4693.29	
uce-4287	-3140.55	-3141.93	
uce-4289	-2608.22	-2604.92	
uce-4292	-3848.63	-3848.39	
uce-4293	-3731.33	-3721.90	
uce-4294	-5075.93	-5074.34	
uce-4295	-5717.55	-5716.00	
uce-43	-3989.05	-3998.05	
uce-430	-3190.00	-3202.72	
uce-4300	-1054.25	-1043.34	
uce-4301	-2682.93	-2658.28	
uce-4302	-4140.63	-4135.26	
uce-4303	-3947.22	-3941.02	
uce-4304	-3985.52	-4006.55	
uce-4305	-1750.56	-1750.18	
uce-4308	-2635.35	-2633.57	
uce-4309	-4133.76	-4132.31	
uce-431	-2740.27	-2743.63	
uce-4310	-705.47	-705.45	
uce-4311	-5495.33	-5483.76	
uce-4312	-1694.44	-1686.75	
uce-4313	-3925.81	-3923.56	
uce-4314	-2517.57	-2505.38	
uce-4315	-1866.34	-1852.39	
uce-4316	-3492.46	-3486.29	
uce-4317	-5071.35	-5070.08	
uce-4318	-3739.64	-3734.43	
uce-432	-4205.21	-4203.35	
uce-4320	-3329.71	-3324.38	
uce-4323	-2317.97	-2319.80	
uce-4324	-6358.95	-6354.72	
uce-4325	-2128.25	-2116.62	
uce-4327	-2834.41	-2833.21	
uce-4330	-4480.43	-4481.41	
uce-4332	-1875.25	-1868.36	
uce-4334	-2904.78	-2899.91	
uce-4335	-3906.35	-3906.06	
uce-4336	-1556.81	-1555.39	
uce-4337	-7534.47	-7528.45	
uce-4338	-4071.40	-4068.14	
uce-4339	-3884.43	-3876.88	
uce-434	-3143.16	-3139.27	
uce-4342	-1977.39	-1977.08	
uce-4343	-4393.97	-4398.82	
uce-4344	-3157.98	-3161.56	
uce-4345	-3048.62	-3038.93	
uce-4346	-2382.97	-2377.04	
uce-4347	-1518.74	-1519.09	
uce-4348	-4286.08	-4289.31	
uce-4349	-2385.78	-2374.30	
uce-4353	-1384.52	-1385.38	
uce-4354	-3681.69	-3676.02	
uce-4355	-1151.61	-1148.79	
uce-4356	-2090.22	-2089.37	
uce-4359	-2599.77	-2595.50	
uce-436	-5707.30	-5701.34	
uce-4360	-3061.35	-3064.83	
uce-4361	-2515.55	-2517.27	
uce-4363	-4603.43	-4601.93	
uce-4364	-5057.89	-5056.90	
uce-4367	-4061.83	-4058.74	
uce-4368	-2593.76	-2594.71	
uce-437	-3494.31	-3496.09	
uce-4371	-3014.52	-2994.56	
uce-4377	-4176.97	-4169.55	
uce-438	-3126.99	-3122.93	
uce-4384	-1566.87	-1565.06	
uce-4386	-4254.78	-4249.42	
uce-4389	-2310.66	-2309.11	
uce-4394	-2604.98	-2599.05	
uce-4395	-5251.77	-5253.18	
uce-4398	-2663.82	-2643.75	
uce-44	-4221.04	-4206.69	
uce-4400	-4179.99	-4186.75	
uce-4401	-3379.54	-3369.79	
uce-4402	-3299.74	-3286.20	
uce-4403	-5140.97	-5128.25	
uce-4404	-4799.42	-4790.42	
uce-4407	-2589.02	-2586.65	
uce-4408	-3186.42	-3180.63	
uce-441	-2988.58	-2981.12	
uce-4410	-3521.55	-3525.47	
uce-4413	-2224.98	-2232.28	
uce-4414	-2793.22	-2802.32	
uce-4415	-3418.49	-3415.27	
uce-4416	-2801.82	-2807.28	
uce-4417	-4185.77	-4168.94	
uce-442	-3385.47	-3375.76	
uce-4420	-3017.44	-3011.45	
uce-4421	-3292.93	-3286.60	
uce-4423	-3284.93	-3284.76	
uce-4425	-4059.99	-4054.99	
uce-4426	-3263.49	-3263.07	
uce-4427	-1986.78	-1984.91	
uce-4429	-4189.83	-4183.52	
uce-443	-3964.95	-3969.31	
uce-4430	-2824.99	-2839.60	
uce-4433	-2789.30	-2783.41	
uce-4434	-4283.88	-4281.28	
uce-4435	-3312.76	-3304.85	
uce-4436	-2955.82	-2950.40	
uce-4437	-732.78	-731.57	
uce-4438	-2408.44	-2405.27	
uce-4442	-3693.28	-3689.78	
uce-4443	-5588.36	-5585.76	
uce-4445	-3137.07	-3132.32	
uce-4446	-2783.52	-2779.77	
uce-4447	-4439.91	-4428.97	
uce-445	-3578.95	-3573.42	
uce-4450	-5032.74	-5030.11	
uce-4452	-5021.07	-5022.20	
uce-4453	-5111.91	-5089.40	
uce-4455	-4521.48	-4522.55	
uce-4456	-4053.05	-4032.65	
uce-4457	-4750.14	-4728.90	
uce-4458	-3841.14	-3831.28	
uce-4459	-3354.74	-3335.35	
uce-4463	-3277.85	-3275.39	
uce-4465	-2866.56	-2857.55	
uce-4466	-2625.25	-2618.19	
uce-447	-3993.65	-3980.14	
uce-4472	-4409.90	-4393.24	
uce-4473	-1807.45	-1802.31	
uce-4474	-1923.38	-1920.94	
uce-4477	-5486.97	-5483.50	
uce-4479	-5013.97	-5014.72	
uce-4482	-2944.69	-2941.01	
uce-4484	-2731.79	-2731.65	
uce-4485	-5155.50	-5147.31	
uce-4486	-4390.77	-4381.61	
uce-4489	-2848.43	-2844.10	
uce-449	-3620.30	-3612.13	
uce-4492	-2692.19	-2701.77	
uce-4494	-2690.74	-2690.31	
uce-4498	-2540.66	-2536.03	
uce-45	-3739.08	-3733.19	
uce-450	-3237.33	-3235.68	
uce-4500	-4336.25	-4318.52	
uce-4504	-3443.78	-3457.89	
uce-4507	-2352.24	-2350.97	
uce-4509	-5768.43	-5768.00	
uce-4511	-1812.24	-1816.89	
uce-4512	-2607.39	-2594.20	
uce-4513	-4331.80	-4327.73	
uce-4515	-5112.28	-5104.83	
uce-4516	-3234.77	-3236.95	
uce-4518	-2782.37	-2770.96	
uce-4519	-4634.45	-4636.05	
uce-4521	-3478.65	-3489.67	
uce-4522	-5998.14	-5982.65	
uce-4523	-2643.67	-2643.60	
uce-4524	-2918.82	-2911.27	
uce-4525	-4814.48	-4796.41	
uce-4527	-3539.56	-3529.94	
uce-4528	-1841.69	-1828.95	
uce-453	-4249.92	-4250.85	
uce-4530	-1134.69	-1127.10	
uce-4531	-2765.78	-2773.12	
uce-4532	-3203.35	-3198.30	
uce-4534	-3256.26	-3250.48	
uce-4535	-2190.98	-2186.66	
uce-4536	-4653.34	-4656.56	
uce-4537	-2569.94	-2538.36	
uce-4538	-3082.28	-3076.04	
uce-4539	-2564.50	-2557.86	
uce-454	-4912.58	-4915.54	
uce-4540	-3180.29	-3187.25	
uce-4541	-3678.95	-3689.33	
uce-4542	-2916.30	-2908.11	
uce-4544	-2466.12	-2473.73	
uce-4546	-3509.72	-3512.72	
uce-4547	-5302.26	-5294.31	
uce-4548	-4068.93	-4056.80	
uce-4549	-2198.20	-2197.01	
uce-4550	-3193.66	-3188.02	
uce-4552	-5536.08	-5537.00	
uce-4553	-3241.91	-3228.64	
uce-4554	-3374.57	-3368.82	
uce-4555	-2374.54	-2367.82	
uce-4557	-4059.14	-4041.22	
uce-4558	-4540.46	-4536.15	
uce-4559	-3743.23	-3729.35	
uce-4560	-4830.02	-4847.96	
uce-4562	-2647.07	-2645.81	
uce-4564	-2503.04	-2504.66	
uce-4565	-3965.15	-3960.95	
uce-4566	-2435.77	-2437.49	
uce-4569	-4322.17	-4304.55	
uce-457	-4054.75	-4053.41	
uce-4570	-5111.14	-5115.72	
uce-4573	-1966.95	-1968.37	
uce-4574	-2831.78	-2830.73	
uce-4575	-5048.82	-5045.46	
uce-4578	-3036.78	-3037.87	
uce-4580	-5643.63	-5641.80	
uce-4584	-3829.25	-3823.16	
uce-4585	-1558.30	-1555.78	
uce-4586	-2138.41	-2127.31	
uce-4587	-2422.73	-2425.85	
uce-4588	-5247.28	-5242.57	
uce-459	-3164.48	-3161.50	
uce-4590	-3387.07	-3379.43	
uce-4591	-3327.95	-3329.18	
uce-4592	-3007.38	-3001.82	
uce-4593	-5520.50	-5532.26	
uce-4594	-3940.88	-3935.35	
uce-4598	-1334.16	-1338.14	
uce-4599	-2925.53	-2918.63	
uce-46	-3490.40	-3488.74	
uce-460	-1807.89	-1807.49	
uce-4600	-5479.11	-5470.77	
uce-4602	-2997.58	-3001.10	
uce-4604	-2601.99	-2597.31	
uce-4605	-3946.00	-3934.15	
uce-4606	-2513.54	-2526.76	
uce-4607	-1333.42	-1326.68	
uce-4608	-4202.27	-4193.26	
uce-4609	-3254.31	-3261.35	
uce-4610	-2962.19	-2963.20	
uce-4612	-2687.15	-2683.09	
uce-4614	-3889.16	-3885.27	
uce-4615	-4000.26	-3977.16	
uce-4616	-5377.41	-5365.73	
uce-4618	-2753.36	-2759.22	
uce-4619	-2935.58	-2917.78	
uce-462	-4346.97	-4346.91	
uce-4621	-3094.48	-3084.68	
uce-4623	-2159.87	-2148.16	
uce-4625	-3302.66	-3281.80	
uce-4626	-4106.39	-4105.55	
uce-4629	-2945.75	-2940.01	
uce-463	-5799.50	-5777.89	
uce-4632	-3076.97	-3069.15	
uce-4633	-3470.28	-3463.67	
uce-4637	-2979.85	-2973.19	
uce-4638	-2903.85	-2898.05	
uce-4639	-4687.74	-4686.87	
uce-464	-2235.07	-2240.87	
uce-4640	-3100.06	-3091.58	
uce-4641	-3843.43	-3824.96	
uce-4642	-2685.05	-2685.40	
uce-4643	-2698.55	-2703.91	
uce-4644	-2313.91	-2314.98	
uce-4646	-3349.40	-3336.60	
uce-4651	-1999.64	-1999.59	
uce-4652	-3415.97	-3410.94	
uce-4653	-1949.11	-1936.34	
uce-4654	-1983.30	-1978.16	
uce-4656	-2200.97	-2199.25	
uce-4658	-2795.56	-2787.28	
uce-4659	-3750.27	-3739.81	
uce-4660	-1606.81	-1606.32	
uce-4661	-2843.66	-2843.77	
uce-4662	-4040.28	-4039.10	
uce-4666	-3684.79	-3675.42	
uce-4670	-3561.40	-3546.27	
uce-4671	-3584.91	-3582.11	
uce-4672	-5196.01	-5188.20	
uce-4673	-1691.56	-1699.51	
uce-4674	-2952.17	-2959.27	
uce-4676	-3200.85	-3211.20	
uce-4678	-2841.88	-2831.24	
uce-4679	-3602.30	-3603.76	
uce-4680	-5350.92	-5349.38	
uce-4681	-4351.64	-4338.75	
uce-4682	-4079.47	-4070.49	
uce-4683	-2491.97	-2488.96	
uce-4686	-2152.42	-2154.18	
uce-4687	-1533.85	-1537.21	
uce-4688	-1830.03	-1826.88	
uce-469	-4174.77	-4171.41	
uce-4690	-5967.15	-5965.78	
uce-4692	-4679.48	-4678.35	
uce-4693	-2167.78	-2164.22	
uce-4694	-2978.66	-2986.50	
uce-4695	-3137.78	-3136.36	
uce-4696	-5143.26	-5141.58	
uce-4697	-3866.83	-3858.34	
uce-47	-3666.28	-3658.84	
uce-4702	-2762.85	-2757.98	
uce-4703	-4506.25	-4502.17	
uce-4704	-4026.16	-4025.99	
uce-4705	-3329.60	-3316.00	
uce-4706	-4372.22	-4367.07	
uce-4707	-4127.46	-4124.78	
uce-4711	-2760.23	-2756.44	
uce-4712	-827.58	-828.27	
uce-4713	-4137.70	-4128.21	
uce-4714	-2927.55	-2910.81	
uce-4716	-5361.35	-5348.48	
uce-4719	-3240.07	-3231.37	
uce-472	-6486.14	-6474.72	
uce-4721	-1144.11	-1140.47	
uce-4724	-4039.60	-4022.42	
uce-4725	-1471.03	-1476.44	
uce-4726	-2853.52	-2848.10	
uce-4729	-4263.46	-4262.97	
uce-4732	-2393.20	-2393.89	
uce-4733	-3481.75	-3483.94	
uce-4735	-1929.31	-1930.78	
uce-4738	-2476.13	-2466.90	
uce-4739	-4283.08	-4273.48	
uce-4741	-4046.28	-4047.32	
uce-4742	-4805.04	-4797.92	
uce-4743	-2379.73	-2387.17	
uce-4744	-4837.01	-4831.73	
uce-4747	-1857.49	-1854.96	
uce-4750	-5572.98	-5576.13	
uce-4751	-2332.58	-2310.99	
uce-4752	-3425.91	-3411.01	
uce-4753	-4147.42	-4150.96	
uce-4754	-4178.43	-4166.49	
uce-4757	-1909.56	-1906.13	
uce-4760	-2784.80	-2771.17	
uce-4761	-2939.31	-2930.16	
uce-4762	-3891.02	-3883.83	
uce-4763	-3836.09	-3834.02	
uce-4764	-3340.99	-3338.89	
uce-4765	-2761.48	-2749.87	
uce-4766	-3132.08	-3136.33	
uce-4769	-3104.80	-3099.96	
uce-4770	-2095.63	-2095.85	
uce-4771	-1631.59	-1632.36	
uce-4775	-2820.80	-2808.83	
uce-4776	-4276.16	-4256.75	
uce-4777	-4757.23	-4752.45	
uce-4778	-3231.59	-3219.35	
uce-4779	-3441.13	-3436.28	
uce-478	-3992.77	-3975.79	
uce-4780	-5901.07	-5898.66	
uce-4782	-4455.12	-4447.52	
uce-4784	-4856.47	-4853.15	
uce-4786	-4210.45	-4205.71	
uce-4788	-4012.21	-4005.03	
uce-4789	-5023.13	-5013.42	
uce-4790	-1693.87	-1694.33	
uce-4792	-4680.56	-4664.62	
uce-4797	-2852.31	-2852.10	
uce-4798	-3964.27	-3966.73	
uce-4799	-4124.84	-4119.22	
uce-4804	-6597.44	-6584.60	
uce-4806	-2853.86	-2853.50	
uce-4807	-2421.92	-2422.76	
uce-4808	-6328.56	-6325.86	
uce-4810	-3031.50	-3031.07	
uce-4813	-4366.22	-4359.27	
uce-4816	-1539.07	-1534.26	
uce-4818	-1661.01	-1670.33	
uce-4819	-5493.67	-5487.22	
uce-4820	-2340.95	-2340.91	
uce-4822	-2255.65	-2244.03	
uce-4823	-3306.98	-3304.22	
uce-4824	-3997.97	-3987.96	
uce-4827	-3263.43	-3264.89	
uce-4828	-2684.86	-2693.91	
uce-4829	-1963.26	-1956.96	
uce-483	-2430.97	-2429.85	
uce-4830	-2908.29	-2909.92	
uce-4831	-4608.64	-4609.97	
uce-4832	-2107.32	-2087.54	
uce-4833	-5766.11	-5769.06	
uce-4835	-4574.85	-4581.17	
uce-4837	-5135.64	-5127.67	
uce-4839	-4875.34	-4858.00	
uce-4840	-951.73	-952.41	
uce-4841	-2796.91	-2792.43	
uce-4842	-3475.79	-3490.77	
uce-4843	-6176.11	-6175.19	
uce-4845	-4732.74	-4728.17	
uce-4846	-3596.03	-3596.07	
uce-4847	-2899.66	-2881.61	
uce-4848	-3378.40	-3380.18	
uce-4849	-3403.99	-3395.74	
uce-485	-3479.79	-3477.13	
uce-4850	-3411.33	-3402.75	
uce-4851	-3373.14	-3371.58	
uce-4853	-3201.13	-3188.07	
uce-4854	-4216.92	-4216.62	
uce-4855	-3721.85	-3709.63	
uce-4856	-3915.89	-3910.51	
uce-4858	-2569.14	-2565.80	
uce-4859	-4616.65	-4610.04	
uce-486	-1701.84	-1695.71	
uce-4862	-3787.08	-3782.02	
uce-4863	-3050.78	-3054.81	
uce-4865	-3736.53	-3729.15	
uce-4866	-2837.78	-2833.94	
uce-4867	-3529.72	-3526.54	
uce-4868	-3772.51	-3775.47	
uce-4869	-2809.54	-2815.30	
uce-487	-2268.42	-2268.70	
uce-4870	-4522.09	-4521.87	
uce-4871	-3343.29	-3324.17	
uce-4874	-1665.39	-1663.91	
uce-4875	-2671.16	-2672.03	
uce-4878	-4825.52	-4806.86	
uce-4881	-2411.19	-2408.16	
uce-4882	-3661.66	-3648.19	
uce-4883	-3978.86	-3969.15	
uce-4884	-4269.28	-4256.08	
uce-4885	-4966.80	-4944.47	
uce-4887	-1728.70	-1727.33	
uce-4889	-3279.21	-3277.67	
uce-4891	-4621.60	-4606.36	
uce-4895	-6162.82	-6139.02	
uce-4897	-1836.94	-1833.39	
uce-4899	-3714.63	-3708.84	
uce-490	-2619.37	-2616.85	
uce-4900	-3354.59	-3353.89	
uce-4901	-4707.93	-4688.71	
uce-4902	-2087.67	-2080.68	
uce-4904	-2653.04	-2650.96	
uce-4905	-4170.62	-4161.57	
uce-4908	-4114.54	-4095.12	
uce-491	-4503.18	-4493.81	
uce-4910	-5530.14	-5517.96	
uce-4912	-4084.61	-4077.13	
uce-4915	-3196.43	-3195.40	
uce-4917	-3694.80	-3707.80	
uce-4918	-4368.30	-4354.14	
uce-4919	-2101.92	-2088.07	
uce-492	-2820.90	-2836.74	
uce-4921	-4258.55	-4252.62	
uce-4923	-2761.57	-2758.76	
uce-4925	-3337.45	-3325.48	
uce-4927	-2907.62	-2913.65	
uce-4928	-2917.85	-2941.43	
uce-4929	-4154.67	-4140.54	
uce-493	-1846.76	-1839.39	
uce-4931	-3867.12	-3866.26	
uce-4932	-2384.80	-2371.08	
uce-4933	-3044.51	-3028.86	
uce-4935	-2880.01	-2877.53	
uce-4939	-4419.95	-4414.21	
uce-494	-4433.08	-4442.22	
uce-4940	-3565.89	-3559.26	
uce-4943	-4093.13	-4091.00	
uce-4944	-3830.82	-3812.06	
uce-4945	-3571.93	-3572.24	
uce-4947	-4964.43	-4965.65	
uce-4950	-3742.68	-3727.45	
uce-4952	-4065.43	-4063.41	
uce-4954	-5433.50	-5415.55	
uce-4956	-3367.96	-3361.63	
uce-4957	-2584.52	-2582.14	
uce-496	-3229.52	-3232.19	
uce-4960	-3007.93	-3007.86	
uce-4963	-4283.48	-4263.05	
uce-4964	-3730.57	-3733.69	
uce-4966	-2491.83	-2485.50	
uce-4967	-4850.70	-4848.33	
uce-4968	-2041.79	-2038.14	
uce-4969	-1998.69	-1992.96	
uce-497	-2522.95	-2523.87	
uce-4970	-2344.80	-2336.70	
uce-4975	-1766.65	-1755.67	
uce-4976	-3191.88	-3187.91	
uce-4977	-4746.61	-4728.39	
uce-4978	-2110.46	-2112.49	
uce-4980	-1700.94	-1696.63	
uce-4981	-2280.54	-2288.40	
uce-4982	-4134.90	-4133.04	
uce-4983	-3597.14	-3597.69	
uce-4986	-5373.57	-5363.59	
uce-4988	-2361.23	-2366.54	
uce-4989	-4585.26	-4579.32	
uce-499	-1893.59	-1899.13	
uce-4990	-3916.66	-3891.80	
uce-4992	-2878.49	-2862.79	
uce-4993	-4715.05	-4717.12	
uce-4995	-3486.08	-3479.86	
uce-4998	-2096.17	-2101.04	
uce-4999	-2797.72	-2808.58	
uce-5	-4659.25	-4661.48	
uce-5003	-3146.15	-3128.63	
uce-5005	-4851.87	-4846.38	
uce-5007	-4344.49	-4339.20	
uce-5008	-4205.04	-4180.76	
uce-5011	-1710.89	-1714.09	
uce-5012	-2856.59	-2848.13	
uce-5013	-3468.84	-3457.33	
uce-5016	-4003.42	-4002.43	
uce-5017	-2395.83	-2393.10	
uce-5018	-3409.31	-3389.38	
uce-5019	-4042.26	-4042.63	
uce-502	-2944.08	-2950.41	
uce-5021	-3174.29	-3159.17	
uce-5022	-1390.12	-1384.88	
uce-5024	-5221.16	-5224.31	
uce-5025	-6590.03	-6581.01	
uce-5026	-2891.42	-2886.65	
uce-5028	-3702.97	-3697.88	
uce-5029	-3495.91	-3496.98	
uce-5031	-3628.67	-3614.40	
uce-5032	-1705.55	-1706.38	
uce-5033	-4029.57	-4016.73	
uce-5034	-3470.22	-3452.62	
uce-5035	-5039.97	-5032.17	
uce-5037	-2785.07	-2771.07	
uce-5038	-4853.80	-4846.12	
uce-5039	-3812.43	-3803.03	
uce-5040	-2956.97	-2952.49	
uce-5041	-3693.20	-3688.06	
uce-5042	-2920.84	-2920.69	
uce-5044	-2170.85	-2162.60	
uce-5048	-4409.83	-4394.86	
uce-5050	-5274.60	-5260.98	
uce-5051	-3360.26	-3349.97	
uce-5052	-4938.68	-4944.05	
uce-5053	-2429.20	-2414.52	
uce-5054	-3172.39	-3155.71	
uce-5055	-2986.71	-2989.04	
uce-5060	-1428.75	-1432.80	
uce-5062	-2193.88	-2192.56	
uce-5063	-1950.42	-1945.47	
uce-5064	-3999.29	-3989.88	
uce-5065	-2102.39	-2098.11	
uce-5068	-4963.27	-4948.67	
uce-507	-3438.04	-3433.86	
uce-5072	-4341.36	-4335.39	
uce-5074	-3883.90	-3886.15	
uce-5075	-2279.02	-2272.76	
uce-5076	-1992.23	-2006.59	
uce-5077	-1688.50	-1688.04	
uce-5080	-3933.45	-3955.26	
uce-5083	-2240.74	-2236.61	
uce-5084	-2915.23	-2903.88	
uce-5085	-3228.70	-3237.47	
uce-5086	-2658.67	-2649.78	
uce-5087	-2071.30	-2078.82	
uce-5090	-2344.51	-2345.85	
uce-5091	-1964.86	-1964.79	
uce-5092	-3231.35	-3220.72	
uce-5093	-3943.66	-3935.95	
uce-5095	-3742.21	-3733.42	
uce-5096	-4730.26	-4723.56	
uce-5097	-4971.37	-4948.97	
uce-5098	-2885.03	-2878.38	
uce-5099	-3628.10	-3618.70	
uce-510	-3349.75	-3341.46	
uce-5100	-3227.11	-3225.03	
uce-5101	-4165.17	-4144.68	
uce-5102	-3211.71	-3204.48	
uce-5103	-3091.05	-3085.41	
uce-5106	-1185.20	-1185.97	
uce-5107	-3194.00	-3176.06	
uce-5108	-2948.42	-2942.57	
uce-5109	-4131.48	-4122.65	
uce-511	-2566.38	-2565.45	
uce-5110	-1820.77	-1813.77	
uce-5111	-1954.58	-1956.08	
uce-5113	-3176.72	-3176.13	
uce-5114	-4736.44	-4732.11	
uce-5116	-3752.88	-3758.82	
uce-5118	-4640.99	-4633.01	
uce-5119	-5724.50	-5722.63	
uce-512	-2168.56	-2161.98	
uce-5120	-3961.25	-3965.76	
uce-5123	-3958.87	-3951.71	
uce-5125	-3015.48	-3005.59	
uce-5129	-3826.01	-3814.18	
uce-513	-3463.87	-3455.73	
uce-5130	-5258.81	-5278.09	
uce-5132	-3396.53	-3395.98	
uce-5133	-4223.28	-4207.16	
uce-5135	-2502.26	-2500.62	
uce-5137	-3592.43	-3584.82	
uce-5141	-3349.71	-3351.02	
uce-5142	-3034.84	-3033.80	
uce-5143	-1825.82	-1830.95	
uce-5144	-4987.33	-4988.98	
uce-5145	-3320.15	-3312.32	
uce-5146	-3784.13	-3789.56	
uce-5147	-2066.27	-2065.39	
uce-5148	-3667.23	-3675.43	
uce-5153	-3977.20	-3974.82	
uce-5155	-3174.09	-3171.70	
uce-5156	-4103.76	-4105.96	
uce-5157	-2667.92	-2669.26	
uce-5158	-1500.54	-1489.90	
uce-516	-4462.50	-4459.77	
uce-5161	-1789.69	-1785.59	
uce-5162	-3450.88	-3439.95	
uce-5164	-2906.28	-2903.02	
uce-5165	-4472.76	-4471.54	
uce-5166	-2593.84	-2595.24	
uce-5167	-4210.41	-4201.96	
uce-517	-3744.02	-3743.85	
uce-5172	-3607.87	-3602.87	
uce-5173	-4433.52	-4447.77	
uce-5175	-4115.33	-4102.46	
uce-5176	-3501.87	-3491.59	
uce-5178	-2138.58	-2133.87	
uce-5179	-1197.98	-1196.64	
uce-518	-3808.42	-3795.54	
uce-5181	-3794.94	-3790.17	
uce-5182	-3285.80	-3274.80	
uce-5183	-2854.17	-2857.50	
uce-5185	-2527.28	-2527.82	
uce-5186	-2934.78	-2928.89	
uce-5187	-2344.48	-2343.29	
uce-5188	-1915.86	-1909.52	
uce-5189	-3395.05	-3398.68	
uce-519	-1708.00	-1697.31	
uce-5190	-2360.22	-2362.98	
uce-5192	-2034.78	-2024.57	
uce-5193	-2223.34	-2213.56	
uce-5196	-3973.06	-3975.83	
uce-5198	-3232.37	-3233.37	
uce-52	-3505.21	-3496.30	
uce-520	-4695.05	-4678.27	
uce-5200	-3544.66	-3540.02	
uce-5202	-5871.93	-5875.77	
uce-5204	-3018.09	-3025.17	
uce-5205	-3012.35	-3007.92	
uce-5208	-3848.49	-3835.21	
uce-5211	-2982.28	-2975.71	
uce-5214	-1894.96	-1884.24	
uce-5215	-3643.68	-3665.22	
uce-5218	-4821.09	-4813.22	
uce-5219	-1761.40	-1744.63	
uce-522	-4665.69	-4636.02	
uce-5221	-2831.15	-2820.34	
uce-5222	-3363.66	-3352.76	
uce-5223	-5945.37	-5943.91	
uce-5224	-2252.68	-2246.24	
uce-5225	-2734.63	-2733.47	
uce-5228	-1981.66	-1975.79	
uce-5230	-1703.50	-1707.64	
uce-5231	-5157.05	-5150.64	
uce-5232	-4013.84	-4018.93	
uce-5234	-4777.40	-4763.66	
uce-5235	-3382.43	-3385.29	
uce-5238	-2425.27	-2422.45	
uce-5239	-3099.92	-3092.92	
uce-5240	-3865.38	-3862.02	
uce-5243	-3252.46	-3261.14	
uce-5244	-4204.21	-4196.08	
uce-5246	-4050.27	-4048.78	
uce-5250	-3615.75	-3606.59	
uce-5251	-3665.68	-3666.03	
uce-5253	-2160.73	-2162.96	
uce-5254	-2171.10	-2161.45	
uce-5255	-1729.73	-1721.62	
uce-5256	-4206.77	-4202.89	
uce-5258	-2028.74	-2028.10	
uce-5259	-3460.50	-3450.13	
uce-526	-4935.09	-4935.45	
uce-5260	-2459.27	-2459.98	
uce-5261	-3060.61	-3057.77	
