Locus	MEAN_COL_SCORE
uce-6135	0.914821	
uce-6136	0.995516	
uce-6137	0.994937	
uce-6138	0.912114	
uce-613	0.890141	
uce-6140	0.960000	
uce-6141	0.967480	
uce-6143	0.919799	
uce-6145	0.818182	
uce-6147	0.933036	
uce-614	0.893976	
uce-6152	0.879177	
uce-6154	0.809055	
uce-6157	0.988281	
uce-6158	0.916996	
uce-615	0.933934	
uce-6161	0.947368	
uce-6163	1.000000	
uce-6164	0.977528	
uce-6165	0.983022	
uce-6166	0.991163	
uce-6167	0.969359	
uce-6169	0.954268	
uce-616	0.987302	
uce-6171	0.975309	
uce-6173	0.924812	
uce-6176	0.975836	
uce-6177	0.965347	
uce-6179	0.904040	
uce-6183	0.896629	
uce-6184	0.875362	
uce-6185	0.931548	
uce-6186	0.977273	
uce-6187	0.957346	
uce-6188	0.937500	
uce-6189	0.808664	
uce-618	0.954451	
uce-6191	0.961625	
uce-6193	0.922662	
uce-6194	0.987680	
uce-6195	0.974170	
uce-6196	0.963134	
uce-6198	0.916058	
uce-61	0.887558	
uce-6200	0.927438	
uce-6203	0.976153	
uce-6204	0.860789	
uce-6205	0.982278	
uce-6206	0.987055	
uce-6207	0.850312	
uce-6208	1.000000	
uce-6209	0.969649	
uce-620	0.965517	
uce-6210	0.962861	
uce-6211	0.892548	
uce-6212	0.954338	
uce-6213	0.943089	
uce-6214	0.863946	
uce-6215	0.951586	
uce-6218	0.980861	
uce-6219	0.979592	
uce-621	0.850467	
uce-6221	1.000000	
uce-6222	0.985030	
uce-6225	0.936688	
uce-6228	0.996032	
uce-6229	0.978903	
uce-6230	0.974684	
uce-6231	0.888889	
uce-6233	0.898305	
uce-6235	0.873457	
uce-6237	0.976667	
uce-6238	0.995157	
uce-6239	0.984014	
uce-6240	1.000000	
uce-6241	0.971963	
uce-6242	0.977778	
uce-6245	1.000000	
uce-6246	0.980198	
uce-6247	0.930830	
uce-6248	0.966292	
uce-6249	0.850543	
uce-624	0.955817	
uce-6250	0.804928	
uce-6252	0.810458	
uce-6253	0.876356	
uce-6254	0.952991	
uce-6255	0.958785	
uce-6256	0.950287	
uce-6258	0.995556	
uce-6259	0.957831	
uce-625	0.988439	
uce-6260	0.973510	
uce-6261	0.904192	
uce-6262	0.762443	
uce-6263	0.941452	
uce-6264	0.927739	
uce-6265	0.955777	
uce-6267	0.947664	
uce-6268	0.940610	
uce-626	0.980263	
uce-6270	0.949721	
uce-6272	0.768489	
uce-6273	0.978437	
uce-6274	0.980247	
uce-6277	0.923841	
uce-6278	0.978695	
uce-627	0.947253	
uce-6280	0.765306	
uce-6281	0.872659	
uce-6282	0.947020	
uce-6284	0.973684	
uce-6286	0.943620	
uce-6287	0.951737	
uce-6288	0.908740	
uce-6290	0.988131	
uce-6291	0.979167	
uce-6294	0.978346	
uce-6295	0.948454	
uce-6296	0.973937	
uce-6297	0.992933	
uce-6298	0.840909	
uce-6299	0.927778	
uce-629	1.000000	
uce-62	0.965087	
uce-6301	0.972578	
uce-6309	1.000000	
uce-6310	0.933610	
uce-6311	0.970588	
uce-6313	0.971698	
uce-6314	0.878594	
uce-6315	0.931677	
uce-6316	0.933579	
uce-6317	0.934037	
uce-6320	0.955882	
uce-6321	0.968750	
uce-6324	0.981308	
uce-6327	0.939866	
uce-6329	0.964455	
uce-632	0.904459	
uce-6330	0.986254	
uce-6333	0.821244	
uce-6334	0.973404	
uce-6335	0.946759	
uce-6337	1.000000	
uce-6339	0.978142	
uce-6340	0.997072	
uce-6342	0.945205	
uce-6344	0.939614	
uce-6346	0.919094	
uce-6347	1.000000	
uce-6351	1.000000	
uce-6352	0.968828	
uce-6353	0.952239	
uce-6355	0.938628	
uce-6356	0.965928	
uce-6357	0.974074	
uce-6359	0.875981	
uce-6360	0.919622	
uce-6362	0.973684	
uce-6363	0.965217	
uce-6366	0.969040	
uce-6367	0.927757	
uce-636	0.924020	
uce-6371	0.817797	
uce-6372	0.686391	
uce-6373	0.961637	
uce-6376	0.925000	
uce-6379	0.980983	
uce-6381	0.826923	
uce-6382	0.985037	
uce-6383	0.961877	
uce-6385	0.971292	
uce-6386	0.912833	
uce-6388	0.820346	
uce-638	0.973396	
uce-6390	0.938086	
uce-6391	0.946429	
uce-6393	0.937500	
uce-6396	0.946844	
uce-6397	0.906494	
uce-6398	0.985887	
uce-6399	0.916290	
uce-63	0.913907	
uce-6400	0.965300	
uce-6401	0.981132	
uce-6405	0.969305	
uce-6406	0.940639	
uce-6407	0.989362	
uce-6409	0.985673	
uce-6410	0.960848	
uce-6411	0.971061	
uce-6412	0.672269	
uce-6413	0.922971	
uce-6414	0.793478	
uce-641	0.995816	
uce-6423	0.950820	
uce-6424	0.937397	
uce-6426	0.977961	
uce-642	0.939954	
uce-6430	0.871560	
uce-6432	0.876011	
uce-6433	0.938998	
uce-6434	0.971751	
uce-6436	0.957371	
uce-6437	0.982857	
uce-6438	0.886228	
uce-6439	0.949153	
uce-6440	0.950000	
uce-6441	0.865724	
uce-6445	0.960938	
uce-6446	0.909814	
uce-6447	0.943005	
uce-6448	0.942801	
uce-6449	0.967213	
uce-6451	0.925253	
uce-6454	0.899606	
uce-6457	0.962578	
uce-6458	0.921630	
uce-6459	0.919137	
uce-645	0.928349	
uce-6460	0.818824	
uce-6461	0.965409	
uce-6464	0.951120	
uce-6467	0.995444	
uce-6468	0.974082	
uce-646	0.987041	
uce-6471	0.961390	
uce-6472	0.980932	
uce-6473	0.950192	
uce-6474	0.975639	
uce-6475	0.932084	
uce-6476	0.972318	
uce-6478	0.790640	
uce-647	0.975904	
uce-6480	0.984190	
uce-6482	0.983165	
uce-6484	0.952632	
uce-6485	0.839367	
uce-6486	0.940086	
uce-6487	0.974138	
uce-648	0.968070	
uce-6492	0.781609	
uce-6494	0.913371	
uce-6496	0.960445	
uce-6497	1.000000	
uce-6499	0.988796	
uce-649	0.950820	
uce-6501	0.920746	
uce-6502	0.976778	
uce-6505	0.916393	
uce-6508	0.919149	
uce-6509	0.973510	
uce-6512	0.846325	
uce-6515	0.971209	
uce-6516	0.896552	
uce-6517	0.827935	
uce-6519	0.876204	
uce-6520	0.981308	
uce-6521	0.958457	
uce-6522	0.969309	
uce-6523	0.873541	
uce-6524	0.980322	
uce-6526	0.903069	
uce-6527	0.964206	
uce-6528	0.986486	
uce-652	0.980469	
uce-6530	0.979048	
uce-6532	0.941353	
uce-6533	0.925059	
uce-6534	0.910747	
uce-6535	0.970205	
uce-6538	0.759140	
uce-6540	0.958115	
uce-6541	0.955263	
uce-6543	0.952096	
uce-6546	0.928952	
uce-6548	0.921429	
uce-654	0.995058	
uce-6550	0.851626	
uce-6551	0.975048	
uce-6552	0.957684	
uce-6553	0.936660	
uce-6554	0.971930	
uce-6555	0.984556	
uce-6557	0.891213	
uce-6558	0.976261	
uce-655	0.930952	
uce-6562	0.954023	
uce-6564	0.934837	
uce-6565	0.960784	
uce-6566	0.933902	
uce-6569	0.948571	
uce-6570	0.951768	
uce-6571	0.959227	
uce-6574	0.959147	
uce-6575	0.937143	
uce-6576	0.971223	
uce-6578	0.936508	
uce-6579	0.981481	
uce-6580	1.000000	
uce-6582	0.964194	
uce-6584	0.994302	
uce-6585	0.978992	
uce-6586	0.919107	
uce-6587	0.944056	
uce-6588	0.948718	
uce-6589	0.911765	
uce-658	0.965024	
uce-6591	0.933333	
uce-6592	0.923896	
uce-6593	0.879934	
uce-6595	0.975069	
uce-6596	0.917184	
uce-6598	0.754980	
uce-6599	0.940351	
uce-65	0.896635	
uce-6601	0.793103	
uce-6602	0.831731	
uce-6603	0.865854	
uce-6604	0.956164	
uce-6606	0.791667	
uce-6608	0.981432	
uce-660	0.971743	
uce-6610	0.970874	
uce-6613	0.978070	
uce-6614	0.940647	
uce-6617	0.966592	
uce-6618	0.959770	
uce-6619	0.920266	
uce-6620	0.950588	
uce-6621	0.911458	
uce-6622	0.970703	
uce-6625	0.974803	
uce-6626	0.961905	
uce-6627	1.000000	
uce-6628	0.947154	
uce-662	0.932710	
uce-6633	0.953488	
uce-6635	0.982759	
uce-6636	0.951743	
uce-6637	0.965174	
uce-6638	0.993162	
uce-663	0.962843	
uce-6640	0.939535	
uce-6641	0.979339	
uce-6642	NA	
uce-6643	0.961219	
uce-6644	0.877193	
uce-6645	0.934363	
uce-6648	0.924644	
uce-6649	0.932099	
uce-664	0.929524	
uce-6652	0.966292	
uce-6653	0.960756	
uce-6654	0.971014	
uce-6655	0.906433	
uce-6657	0.963359	
uce-6658	0.817568	
uce-6659	0.728723	
uce-665	0.966184	
uce-6663	0.686679	
uce-6665	0.967033	
uce-6667	0.893939	
uce-6668	0.975078	
uce-6669	0.901771	
uce-666	0.968504	
uce-6671	0.918317	
uce-6674	0.976296	
uce-6676	0.894472	
uce-6677	0.956710	
uce-6679	0.949735	
uce-667	0.984314	
uce-6682	0.885584	
uce-6684	0.956522	
uce-6688	0.826476	
uce-6690	1.000000	
uce-6692	0.951304	
uce-6693	0.968825	
uce-6695	0.741877	
uce-6696	0.985321	
uce-6698	1.000000	
uce-6699	0.784912	
uce-66	0.935982	
uce-6700	0.963576	
uce-6702	0.829517	
uce-6703	0.989986	
uce-6706	0.854396	
uce-6707	0.821114	
uce-6714	0.955335	
uce-6715	0.948905	
uce-6716	0.962594	
uce-6717	0.948611	
uce-6718	0.972222	
uce-6719	0.922204	
uce-671	0.986264	
uce-6721	0.968912	
uce-6723	0.993691	
uce-6724	0.973435	
uce-6725	0.952381	
uce-6726	0.991625	
uce-6727	0.899281	
uce-672	0.904088	
uce-6731	0.963320	
uce-6732	0.865031	
uce-6734	0.976190	
uce-6735	0.948370	
uce-6736	0.890351	
uce-6739	0.975831	
uce-6740	0.962185	
uce-6741	0.971014	
uce-6742	0.966543	
uce-6743	0.969977	
uce-6746	0.966543	
uce-6748	0.918089	
uce-674	0.996047	
uce-6750	0.992593	
uce-6754	0.964865	
uce-6756	0.925553	
uce-6757	0.899796	
uce-6758	0.977987	
uce-6762	0.965046	
uce-6763	0.787535	
uce-6765	0.940860	
uce-6766	0.952261	
uce-6769	0.903002	
uce-6770	0.960106	
uce-6771	0.953125	
uce-6773	0.761446	
uce-6774	0.991098	
uce-6776	0.946360	
uce-6778	0.894231	
uce-6779	0.870871	
uce-6780	0.972656	
uce-6782	0.988909	
uce-6786	0.965812	
uce-6787	0.969697	
uce-6789	1.000000	
uce-678	0.899032	
uce-6790	0.948718	
uce-6791	0.946004	
uce-6792	0.990228	
uce-6796	0.895118	
uce-6797	0.934555	
uce-67	0.939547	
uce-6800	0.973180	
uce-6801	0.947269	
uce-6802	0.970297	
uce-6804	0.888686	
uce-6805	0.943137	
uce-6806	0.967391	
uce-6807	0.948177	
uce-6808	0.929078	
uce-6809	0.930199	
uce-680	0.952816	
uce-6811	0.936877	
uce-6812	0.971154	
uce-6813	1.000000	
uce-6818	0.907986	
uce-681	0.946032	
uce-6820	1.000000	
uce-6821	0.607450	
uce-6823	0.975395	
uce-6824	0.967546	
uce-6826	0.981873	
uce-6827	0.966732	
uce-6829	0.964706	
uce-6830	0.910714	
uce-6831	0.942913	
uce-6833	0.934489	
uce-6838	0.974063	
uce-6839	0.965426	
uce-683	0.875984	
uce-6841	0.969432	
uce-6842	0.900000	
uce-6843	0.882793	
uce-6844	0.959184	
uce-6850	0.957071	
uce-6855	0.846774	
uce-6856	0.913112	
uce-6859	0.947099	
uce-685	0.848754	
uce-6860	0.974235	
uce-6863	0.857143	
uce-6865	0.784946	
uce-6866	0.983389	
uce-686	0.929577	
uce-6870	0.950241	
uce-6871	0.958128	
uce-6872	0.931707	
uce-6873	0.969125	
uce-6874	1.000000	
uce-6875	0.963585	
uce-6879	0.872137	
uce-6880	0.975820	
uce-6881	0.927602	
uce-6882	0.908665	
uce-6885	0.916667	
uce-6887	0.941176	
uce-6892	0.874142	
uce-6894	0.929766	
uce-6896	0.942197	
uce-6898	0.918506	
uce-6902	0.939709	
uce-6903	0.985455	
uce-6904	0.947631	
uce-6906	0.968067	
uce-6907	0.957895	
uce-6909	0.962376	
uce-690	0.982456	
uce-6910	0.983264	
uce-6912	0.987578	
uce-6913	0.985348	
uce-6915	0.948485	
uce-691	0.995261	
uce-6920	0.988868	
uce-6921	0.988785	
uce-6922	0.992218	
uce-6923	1.000000	
uce-6926	0.926471	
uce-6929	0.948875	
uce-692	0.984674	
uce-6931	0.967239	
uce-6932	0.963333	
uce-6933	0.815909	
uce-6934	0.952083	
uce-6937	0.906796	
uce-6938	0.961136	
uce-6939	0.914692	
uce-693	1.000000	
uce-6940	0.963391	
uce-6942	0.910326	
uce-6943	0.961798	
uce-6944	0.977099	
uce-6945	0.945455	
uce-6946	0.953069	
uce-6947	0.925076	
uce-6948	0.937365	
uce-6950	0.933148	
uce-6953	0.875758	
uce-6954	1.000000	
uce-6955	0.852459	
uce-6956	0.946396	
uce-6957	0.909390	
uce-6959	0.922619	
uce-695	0.937843	
uce-6961	0.954733	
uce-6964	0.963035	
uce-6966	0.972414	
uce-6968	0.958810	
uce-6969	0.960474	
uce-696	0.983752	
uce-6970	0.948553	
uce-6973	0.953668	
uce-6974	1.000000	
uce-6975	0.932203	
uce-6977	0.914773	
uce-697	0.976510	
uce-6981	0.986063	
uce-6983	0.990719	
uce-6984	0.834625	
uce-6986	0.851064	
uce-6987	0.932692	
uce-6988	0.848214	
uce-698	0.986949	
uce-6990	0.960573	
uce-6992	0.847390	
uce-6994	0.951456	
uce-6995	0.961464	
uce-6997	0.687188	
uce-6998	0.958549	
uce-699	1.000000	
uce-6	0.984252	
uce-7000	0.991254	
uce-7002	0.821596	
uce-7003	0.990975	
uce-7004	0.944162	
uce-7008	0.929864	
uce-7009	0.950562	
uce-700	1.000000	
uce-7010	0.967828	
uce-7011	0.954617	
uce-7012	0.952038	
uce-7014	0.945607	
uce-7015	0.939462	
uce-7016	0.892442	
uce-7018	0.865052	
uce-7019	0.901592	
uce-7021	0.916667	
uce-7022	0.846316	
uce-7023	0.952261	
uce-7024	1.000000	
uce-7027	0.907767	
uce-7028	0.979008	
uce-7030	0.992593	
uce-7032	0.950113	
uce-7033	0.827778	
uce-7035	0.976000	
uce-7036	0.940032	
uce-7037	0.893333	
uce-7038	0.970205	
uce-703	0.957540	
uce-7044	0.956818	
uce-7045	0.956403	
uce-7046	0.967480	
uce-7047	0.971246	
uce-7048	0.954447	
uce-7050	0.993711	
uce-7051	0.894737	
uce-7054	0.955801	
uce-7055	0.935829	
uce-7056	0.940120	
uce-7058	0.967413	
uce-7063	0.994012	
uce-7064	0.991150	
uce-7067	0.951515	
uce-7068	0.926267	
uce-7069	0.875000	
uce-706	0.996820	
uce-7070	0.963287	
uce-7071	0.919355	
uce-7072	0.908347	
uce-7073	0.990937	
uce-7074	0.950166	
uce-7076	0.809524	
uce-7077	0.921171	
uce-7078	0.976109	
uce-7079	0.972900	
uce-7080	0.864162	
uce-7081	0.915074	
uce-7082	0.970840	
uce-7083	1.000000	
uce-7084	0.926316	
uce-708	0.952555	
uce-7091	0.882828	
uce-7094	0.907407	
uce-7095	0.928354	
uce-7097	0.964356	
uce-7098	0.935085	
uce-70	0.965924	
uce-7100	0.933649	
uce-7102	0.958884	
uce-7103	0.922727	
uce-7104	0.972103	
uce-7105	0.991424	
uce-7107	0.964232	
uce-7108	0.970921	
uce-7109	0.891753	
uce-710	0.904832	
uce-7113	0.960573	
uce-7117	0.971429	
uce-7118	1.000000	
uce-711	0.934146	
uce-7120	0.946467	
uce-7122	0.985646	
uce-7125	0.972179	
uce-7126	0.893491	
uce-7128	0.941038	
uce-7129	0.938914	
uce-712	0.914934	
uce-7131	0.795181	
uce-7133	0.959596	
uce-7134	0.918644	
uce-7135	0.860735	
uce-7136	0.990099	
uce-7138	0.945709	
uce-7141	0.992453	
uce-7143	0.910256	
uce-7144	0.991968	
uce-7145	0.952247	
uce-7146	0.721239	
uce-7147	0.941788	
uce-7148	0.944030	
uce-7151	0.950287	
uce-7157	0.930556	
uce-7159	0.987500	
uce-715	0.934370	
uce-7160	0.963087	
uce-7161	0.986842	
uce-7162	0.954628	
uce-7163	0.982935	
uce-7164	0.903030	
uce-7167	0.947977	
uce-7168	0.980994	
uce-7170	0.834061	
uce-7171	0.995951	
uce-7173	0.946237	
uce-7175	0.987730	
uce-717	0.969595	
uce-7183	0.919565	
uce-7184	0.915470	
uce-7188	0.965798	
uce-7190	0.961538	
uce-7191	0.972772	
uce-7192	0.992974	
uce-7193	0.855228	
uce-7195	0.958025	
uce-7197	0.966197	
uce-7201	0.915423	
uce-7202	0.975694	
uce-7205	0.966805	
uce-7207	0.932432	
uce-7208	0.858757	
uce-7209	1.000000	
uce-720	0.984547	
uce-7210	0.916840	
uce-7212	0.917923	
uce-7213	0.936709	
uce-7214	0.942982	
uce-7215	0.930612	
uce-7216	0.913738	
uce-7218	0.988395	
uce-7219	0.995699	
uce-7221	0.972340	
uce-7222	0.922399	
uce-7223	0.966862	
uce-7224	0.931894	
uce-7227	0.915470	
uce-7229	0.867384	
uce-7230	0.921941	
uce-7234	0.930804	
uce-7235	0.747222	
uce-7236	0.851775	
uce-7237	0.977221	
uce-7239	0.988550	
uce-7240	0.939597	
uce-7242	0.983333	
uce-7244	0.904366	
uce-7245	0.921053	
uce-7246	0.995025	
uce-7247	0.949301	
uce-7248	0.922343	
uce-7249	0.885402	
uce-724	0.992593	
uce-7251	0.994253	
uce-7252	0.990276	
uce-7253	0.879765	
uce-7255	0.899200	
uce-7257	0.910072	
uce-7259	0.993007	
uce-725	1.000000	
uce-7263	0.978082	
uce-7265	0.940984	
uce-7266	0.957845	
uce-7267	0.983607	
uce-7269	0.846154	
uce-726	0.983573	
uce-7270	0.978261	
uce-7273	0.967655	
uce-7275	0.949468	
uce-7276	0.969543	
uce-7277	0.932862	
uce-7278	0.883281	
uce-7279	0.909091	
uce-727	0.940476	
uce-7282	0.977918	
uce-7283	0.962865	
uce-7284	0.843672	
uce-7287	0.961367	
uce-7288	0.984000	
uce-7289	0.951321	
uce-7291	0.897129	
uce-7292	0.937618	
uce-7294	0.874788	
uce-7295	0.956522	
uce-7296	0.962675	
uce-7298	0.965636	
uce-7299	0.959052	
uce-729	0.972441	
uce-72	0.985348	
uce-7303	0.960298	
uce-7304	0.946996	
uce-7305	0.941092	
uce-7308	0.956140	
uce-7309	0.987342	
uce-730	0.920091	
uce-7310	0.938776	
uce-7311	0.979118	
uce-7313	1.000000	
uce-7314	0.889724	
uce-7316	1.000000	
uce-7317	0.889447	
uce-7319	0.991758	
uce-7320	0.989407	
uce-7322	0.990066	
uce-7323	0.962649	
uce-7324	0.940325	
uce-7325	0.973039	
uce-7328	0.992366	
uce-7329	0.883858	
uce-7330	0.897959	
uce-7331	0.924714	
uce-7336	0.922256	
uce-733	0.929104	
uce-7340	0.769596	
uce-7342	0.813364	
uce-7344	0.984720	
uce-7348	0.747433	
uce-7349	0.972705	
uce-734	0.970356	
uce-7350	0.921053	
uce-7351	0.953846	
uce-7352	0.978431	
uce-7353	0.939394	
uce-7354	0.977186	
uce-7357	0.979779	
uce-7358	0.923875	
uce-735	0.869725	
uce-7361	0.848958	
uce-7362	0.973684	
uce-7363	0.941634	
uce-7364	0.966443	
uce-7368	0.958484	
uce-7369	0.956204	
uce-736	0.965087	
uce-7371	0.951020	
uce-7372	0.985019	
uce-7376	0.915493	
uce-7379	0.969112	
uce-737	0.969551	
uce-7380	0.897260	
uce-7381	0.844633	
uce-7383	0.977431	
uce-7384	0.950266	
uce-7386	0.876161	
uce-738	0.910714	
uce-7390	0.921839	
uce-7392	0.916329	
uce-7393	0.948655	
uce-7395	0.939271	
uce-7396	0.864440	
uce-7398	0.954392	
uce-7399	0.917303	
uce-7408	0.952273	
uce-7409	0.951267	
uce-740	0.974453	
uce-7412	0.977099	
uce-7413	0.862155	
uce-7414	0.880775	
uce-7415	0.956989	
uce-7417	0.996928	
uce-7419	0.922801	
uce-7420	0.936170	
uce-7421	0.875289	
uce-7422	0.875556	
uce-7423	0.917211	
uce-7425	0.913295	
uce-7426	0.978049	
uce-7427	0.913884	
uce-7428	0.933121	
uce-7429	0.975831	
uce-7432	0.962818	
uce-743	0.955224	
uce-7442	0.945848	
uce-7444	0.897849	
uce-7446	0.804100	
uce-7449	0.969849	
uce-744	0.941499	
uce-7452	0.956790	
uce-7453	0.951613	
uce-7455	0.825359	
uce-7457	0.940810	
uce-7460	0.958225	
uce-7461	0.994737	
uce-7462	0.955056	
uce-7463	0.988072	
uce-7465	0.983425	
uce-7466	0.978916	
uce-7467	0.813051	
uce-7468	0.910277	
uce-7469	0.935593	
uce-746	0.887147	
uce-7471	0.893411	
uce-7472	0.970588	
uce-7473	0.957586	
uce-7474	0.949612	
uce-7476	0.900000	
uce-7479	0.993311	
uce-747	0.971386	
uce-7482	0.970492	
uce-7483	0.981685	
uce-7484	0.994334	
uce-7485	0.918367	
uce-7487	0.859697	
uce-7488	0.851528	
uce-7489	0.938636	
uce-748	0.992063	
uce-7490	0.929539	
uce-7491	0.662109	
uce-7494	0.866516	
uce-7495	0.984520	
uce-7496	1.000000	
uce-7497	0.941423	
uce-7499	0.965795	
uce-74	0.956007	
uce-7500	0.824561	
uce-7501	0.915521	
uce-7503	0.941606	
uce-7504	0.988806	
uce-7505	0.890869	
uce-7507	0.920097	
uce-7508	0.765140	
uce-7510	0.960100	
uce-7511	0.952267	
uce-7512	0.946731	
uce-7513	0.955039	
uce-7514	0.966667	
uce-7515	0.962312	
uce-7516	0.822368	
uce-7518	0.959920	
uce-7520	0.939641	
uce-7521	0.941499	
uce-7522	0.927318	
uce-7527	0.985169	
uce-7529	0.922717	
uce-752	0.970921	
uce-7530	0.973643	
uce-7531	0.948113	
uce-7532	0.939068	
uce-7533	0.879046	
uce-7534	0.950178	
uce-7535	1.000000	
uce-7536	0.823028	
uce-7537	0.972458	
uce-7538	NA	
uce-7539	0.973737	
uce-7540	1.000000	
uce-7541	0.979299	
uce-7542	0.965854	
uce-7546	0.980583	
uce-7548	0.949153	
uce-754	0.966068	
uce-7550	0.869159	
uce-7552	0.967010	
uce-7553	0.884393	
uce-7554	0.972222	
uce-7557	0.897839	
uce-7558	0.944345	
uce-7559	0.989761	
uce-7560	0.840849	
uce-7563	0.886598	
uce-7566	0.979769	
uce-7567	1.000000	
uce-7569	0.960000	
uce-7572	0.974359	
uce-7574	0.977212	
uce-7576	0.913758	
uce-7578	1.000000	
uce-7580	0.824390	
uce-7581	0.981481	
uce-7582	0.985656	
uce-7584	0.939297	
uce-7586	0.881834	
uce-7587	0.887218	
uce-7588	0.885000	
uce-7589	0.980634	
uce-7592	0.980000	
uce-7595	0.920904	
uce-7596	0.910448	
uce-7599	0.986577	
uce-759	0.924157	
uce-75	0.899267	
uce-7602	0.911475	
uce-7605	0.947917	
uce-7606	0.911842	
uce-7607	0.878378	
uce-7608	0.938272	
uce-7609	0.990971	
uce-760	0.962264	
uce-7610	0.881967	
uce-7611	0.989177	
uce-7613	0.966490	
uce-7614	0.953846	
uce-7615	0.959091	
uce-7616	0.905128	
uce-7617	0.968992	
uce-761	0.956023	
uce-7620	0.994785	
uce-7621	0.988406	
uce-7622	0.947891	
uce-7623	0.895189	
uce-7624	0.972477	
uce-7627	0.962541	
uce-7628	0.939675	
uce-7629	0.983456	
uce-762	0.964413	
uce-7630	0.981560	
uce-7631	0.865625	
uce-7632	0.947518	
uce-7633	0.865882	
uce-7636	1.000000	
uce-7637	0.815985	
uce-7638	0.887218	
uce-7640	0.772036	
uce-7641	0.940618	
uce-7642	0.986517	
uce-7643	0.935252	
uce-7646	0.939114	
uce-7647	0.835141	
uce-7648	0.865248	
uce-7649	0.992908	
uce-764	0.980226	
uce-7650	0.898438	
uce-7651	0.882175	
uce-7652	0.930582	
uce-7653	0.938416	
uce-7654	0.974665	
uce-7656	0.943700	
uce-7657	0.909297	
uce-7658	0.982659	
uce-7659	0.978193	
uce-765	0.978846	
uce-7661	0.980328	
uce-7662	0.951389	
uce-7665	0.947126	
uce-7666	0.968799	
uce-7667	0.886486	
uce-7668	0.981132	
uce-7669	0.983680	
uce-7673	0.964286	
uce-7676	0.971678	
uce-7678	0.861566	
uce-7679	0.940919	
uce-767	0.942959	
uce-7682	0.943038	
uce-7684	0.922907	
uce-7685	0.941075	
uce-7686	0.952675	
uce-7688	0.985972	
uce-7689	0.934498	
uce-7690	0.954160	
uce-7691	0.923986	
uce-7692	0.961074	
uce-7694	0.967320	
uce-7695	0.923541	
uce-7697	0.961373	
uce-7699	0.983607	
uce-76	0.941712	
uce-7700	0.934451	
uce-7701	0.991903	
uce-7703	0.901961	
uce-7704	NA	
uce-7706	0.992481	
uce-7707	0.957111	
uce-7708	0.958944	
uce-7709	0.969466	
uce-7710	0.870466	
uce-7712	0.951699	
uce-7713	0.894309	
uce-7715	0.941176	
uce-7716	0.884211	
uce-7719	0.893443	
uce-771	0.696124	
uce-7721	0.867735	
uce-7724	0.963810	
uce-7725	0.977941	
uce-7726	0.995585	
uce-7727	0.981096	
uce-7729	0.749186	
uce-772	0.952514	
uce-7732	0.971306	
uce-7733	0.968208	
uce-7734	0.964444	
uce-7735	0.985782	
uce-7738	0.991597	
uce-7739	0.808157	
uce-773	0.968191	
uce-7740	0.920775	
uce-7741	0.975767	
uce-7746	0.880000	
uce-7747	0.954178	
uce-7748	0.995671	
uce-774	0.927973	
uce-7751	0.973054	
uce-7752	0.960177	
uce-7753	0.959790	
uce-7755	0.951002	
uce-7756	0.858491	
uce-7757	0.969466	
uce-7758	0.918994	
uce-7761	1.000000	
uce-7763	0.960123	
uce-7764	0.945000	
uce-7772	0.917001	
uce-7774	0.954751	
uce-7776	0.986486	
uce-7778	0.962222	
uce-777	0.943503	
uce-7783	0.969112	
uce-7785	0.940574	
uce-7786	0.883607	
uce-7787	0.881517	
uce-7788	0.941463	
uce-7789	0.971235	
uce-778	0.996269	
uce-7790	0.960630	
uce-7792	0.927861	
uce-7797	0.960843	
uce-7799	0.975968	
uce-77	0.921569	
uce-7801	0.847737	
uce-7803	0.832609	
uce-7804	0.956391	
uce-7806	0.980000	
uce-7807	0.990792	
uce-780	0.979167	
uce-7811	0.981297	
uce-7816	0.964072	
uce-7817	0.936034	
uce-7819	0.983299	
uce-7820	0.911058	
uce-7822	0.902613	
uce-7823	0.959712	
uce-7824	0.896166	
uce-7829	0.922801	
uce-7831	0.993103	
uce-7832	0.980337	
uce-7833	0.956124	
uce-7836	0.926174	
uce-783	0.986979	
uce-7840	0.936314	
uce-7841	1.000000	
uce-7842	0.937143	
uce-7843	0.907233	
uce-7844	0.962199	
uce-7845	0.972350	
uce-7847	0.980392	
uce-7848	0.932927	
uce-7849	0.850993	
uce-784	0.932203	
uce-7850	0.888889	
uce-7852	0.985915	
uce-7854	0.980831	
uce-7857	0.987500	
uce-7858	0.911414	
uce-7859	0.950000	
uce-785	0.908031	
uce-7862	0.887202	
uce-7864	0.984436	
uce-7865	0.773163	
uce-7866	0.845411	
uce-7867	0.948148	
uce-7869	0.952381	
uce-786	0.980050	
uce-7871	0.989899	
uce-7872	0.823214	
uce-7876	0.936963	
uce-7877	0.965217	
uce-7878	0.901538	
uce-7882	0.925311	
uce-7884	0.815238	
uce-7885	1.000000	
uce-7886	0.954683	
uce-7887	0.909938	
uce-7888	0.925581	
uce-7889	0.975369	
uce-788	0.916409	
uce-7890	0.819071	
uce-7892	0.942982	
uce-7895	0.979866	
uce-7897	0.853047	
uce-7898	0.971302	
uce-7902	0.975089	
uce-7903	0.989510	
uce-7904	0.907180	
uce-7906	0.902827	
uce-7907	0.944118	
uce-7908	0.979210	
uce-7909	0.869070	
uce-790	0.963542	
uce-7910	0.780549	
uce-7912	0.957045	
uce-7913	0.933210	
uce-7917	0.961864	
uce-7919	0.920746	
