Locus	MEAN_COL_SCORE
uce-5969	0.938889	
uce-596	0.949710	
uce-5970	0.958801	
uce-5971	NA	
uce-5972	0.936210	
uce-5974	0.941509	
uce-5975	0.982578	
uce-5977	0.877034	
uce-5978	0.959941	
uce-5980	0.967128	
uce-5986	0.951299	
uce-5987	0.925847	
uce-5989	0.914201	
uce-598	0.964235	
uce-5991	0.877551	
uce-5992	0.837037	
uce-5994	0.919431	
uce-5995	0.985887	
uce-5996	0.940217	
uce-5997	0.922297	
uce-5998	NA	
uce-599	0.966000	
uce-59	0.868800	
uce-5	0.964396	
uce-6002	0.964736	
uce-6003	0.968831	
uce-6004	0.862222	
uce-6005	1.000000	
uce-6007	0.909091	
uce-6009	0.929648	
uce-6010	0.902222	
uce-6011	0.876786	
uce-6012	0.876652	
uce-6013	0.863636	
uce-6014	0.971014	
uce-6015	0.813483	
uce-6016	0.752212	
uce-6017	0.910606	
uce-6018	0.917808	
uce-6019	0.982456	
uce-601	0.910053	
uce-6020	0.965986	
uce-6021	0.816143	
uce-6025	0.919231	
uce-6028	0.937500	
uce-6030	0.935162	
uce-6031	0.954286	
uce-6032	0.870640	
uce-6033	0.896907	
uce-6034	1.000000	
uce-6035	0.980420	
uce-603	0.926531	
uce-6043	0.963830	
uce-6044	0.950000	
uce-6047	0.982495	
uce-6048	0.922272	
uce-6049	0.994975	
uce-604	0.940959	
uce-6050	0.904762	
uce-6052	0.929319	
uce-6054	0.925706	
uce-6058	0.953353	
uce-6059	0.745902	
uce-6060	NA	
uce-6061	0.975806	
uce-6063	0.868251	
uce-6065	0.994872	
uce-6067	0.866785	
uce-6068	0.864992	
uce-6069	0.978304	
uce-6070	0.936255	
uce-6071	0.980000	
uce-6072	0.982353	
uce-6073	0.978261	
uce-6074	0.947939	
uce-6076	0.964587	
uce-6078	0.947368	
uce-6079	0.936000	
uce-607	0.895317	
uce-6081	0.932318	
uce-6082	0.940496	
uce-6083	0.855908	
uce-6085	0.917415	
uce-6087	0.897833	
uce-6088	0.991736	
uce-608	0.980100	
uce-6090	0.936975	
uce-6091	0.838384	
uce-6093	0.858770	
uce-6094	0.969739	
uce-6096	0.834808	
uce-609	0.894817	
uce-6100	0.957265	
uce-6101	0.939068	
uce-6102	0.945368	
uce-6103	0.894068	
uce-6105	0.844948	
uce-6106	0.909871	
uce-6107	0.975000	
uce-6109	0.879265	
uce-610	0.866187	
uce-6110	0.932136	
uce-6113	0.954463	
uce-6117	0.883848	
uce-6118	0.963087	
uce-6121	0.912065	
uce-6122	0.914530	
uce-6123	0.715026	
uce-6125	0.976190	
uce-6126	0.687500	
uce-6131	0.952239	
uce-6133	1.000000	
uce-6135	0.978896	
uce-6136	0.986395	
uce-6137	1.000000	
uce-6138	0.924870	
uce-613	0.881257	
uce-6140	0.961183	
uce-6141	0.892655	
uce-6143	0.953353	
uce-6145	0.816609	
uce-6147	0.893574	
uce-614	0.856838	
uce-6152	0.928270	
uce-6154	0.879592	
uce-6157	0.957265	
uce-6158	0.896694	
uce-615	0.801932	
uce-6161	0.889908	
uce-6163	0.946037	
uce-6164	0.891509	
uce-6165	NA	
uce-6166	0.995913	
uce-6167	0.947368	
uce-6168	0.841019	
uce-6169	0.966216	
uce-616	0.993798	
uce-6171	0.822816	
uce-6173	0.938776	
uce-6176	0.962818	
uce-6177	0.925641	
uce-6179	0.874704	
uce-6183	0.879795	
uce-6184	0.953846	
uce-6185	0.928144	
uce-6186	0.904192	
uce-6187	0.933786	
uce-6188	0.964467	
uce-6189	0.969147	
uce-618	0.861878	
uce-6191	NA	
uce-6193	0.888124	
uce-6194	0.953488	
uce-6195	0.951957	
uce-6196	0.960648	
uce-6198	0.925287	
uce-61	0.908281	
uce-6200	0.971795	
uce-6203	0.932907	
uce-6204	0.696231	
uce-6205	0.989717	
uce-6206	0.976247	
uce-6207	0.821429	
uce-6209	0.948845	
uce-620	0.981261	
uce-6210	0.900262	
uce-6211	0.883495	
uce-6212	0.918685	
uce-6213	0.828720	
uce-6214	NA	
uce-6215	0.880719	
uce-6218	1.000000	
uce-6219	0.981718	
uce-621	0.898113	
uce-6221	0.979695	
uce-6222	0.925373	
uce-6223	0.925847	
uce-6225	0.945724	
uce-6228	0.975855	
uce-6229	0.950161	
uce-6230	0.979036	
uce-6231	0.947471	
uce-6233	0.888889	
uce-6235	0.902141	
uce-6237	0.755556	
uce-6238	0.960825	
uce-6239	0.962121	
uce-6240	0.981395	
uce-6241	0.962264	
uce-6242	0.953901	
uce-6245	1.000000	
uce-6246	0.933806	
uce-6247	0.886097	
uce-6248	0.900722	
uce-6249	0.880342	
uce-624	0.908397	
uce-6250	0.922330	
uce-6252	0.920000	
uce-6253	0.879819	
uce-6254	0.970646	
uce-6255	NA	
uce-6256	0.883562	
uce-6258	1.000000	
uce-6259	0.966038	
uce-625	0.984344	
uce-6260	0.964211	
uce-6261	0.960656	
uce-6262	0.993902	
uce-6263	0.935146	
uce-6264	0.907547	
uce-6265	0.888889	
uce-6267	0.869643	
uce-6268	0.973966	
uce-626	0.945827	
uce-6270	0.923744	
uce-6272	0.761821	
uce-6273	0.867769	
uce-6274	0.989822	
uce-6275	0.959596	
uce-6277	0.917969	
uce-6278	0.974185	
uce-627	0.878319	
uce-6280	0.960373	
uce-6281	0.907285	
uce-6282	0.955707	
uce-6284	0.963563	
uce-6286	0.942943	
uce-6287	0.960526	
uce-6288	0.918768	
uce-6290	0.971272	
uce-6291	0.898649	
uce-6294	0.955645	
uce-6295	0.829642	
uce-6296	0.986559	
uce-6297	0.972868	
uce-6298	0.952484	
uce-6299	0.953722	
uce-629	0.977716	
uce-62	0.949029	
uce-6301	0.983725	
uce-6309	0.980892	
uce-6310	0.837662	
uce-6311	0.974901	
uce-6313	0.934579	
uce-6314	0.962145	
uce-6315	0.917323	
uce-6316	0.955075	
uce-6317	0.935864	
uce-6320	0.835466	
uce-6321	0.937500	
uce-6323	0.918699	
uce-6324	0.965839	
uce-6327	0.947253	
uce-6329	0.871212	
uce-632	0.878407	
uce-6330	0.962264	
uce-6333	0.943262	
uce-6334	0.904600	
uce-6335	0.840611	
uce-6337	0.879093	
uce-6339	0.895197	
uce-6340	0.984436	
uce-6342	0.917399	
uce-6344	0.852097	
uce-6346	0.839080	
uce-6351	1.000000	
uce-6352	0.954762	
uce-6353	0.991045	
uce-6355	0.890653	
uce-6356	0.940035	
uce-6357	0.933333	
uce-6359	0.950342	
uce-6360	0.887387	
uce-6362	0.901345	
uce-6363	0.996435	
uce-6366	0.975676	
uce-6367	0.939048	
uce-636	0.931373	
uce-6371	0.857506	
uce-6372	0.759091	
uce-6373	0.982188	
uce-6376	0.845745	
uce-6379	0.952087	
uce-6381	0.832599	
uce-6382	0.965358	
uce-6383	0.970060	
uce-6385	0.965517	
uce-6386	0.759494	
uce-6388	0.783217	
uce-638	0.962963	
uce-6390	0.898467	
uce-6391	0.962594	
uce-6393	0.956395	
uce-6396	0.942424	
uce-6397	0.969231	
uce-6398	0.989648	
uce-6399	NA	
uce-63	0.885659	
uce-6400	0.926009	
uce-6401	0.968017	
uce-6405	0.939163	
uce-6406	0.962578	
uce-6407	0.958182	
uce-6409	0.988304	
uce-6410	0.878049	
uce-6411	0.925676	
uce-6412	0.720588	
uce-6413	0.674221	
uce-6414	0.868313	
uce-6418	0.923507	
uce-641	0.993234	
uce-6423	0.898520	
uce-6424	0.841317	
uce-6426	0.949686	
uce-642	0.883295	
uce-6430	0.869231	
uce-6432	0.859416	
uce-6433	0.918465	
uce-6434	0.893305	
uce-6436	0.870213	
uce-6437	0.962466	
uce-6438	0.823810	
uce-6439	0.836996	
uce-6440	0.900181	
uce-6441	0.900574	
uce-6445	0.964851	
uce-6446	0.910581	
uce-6447	0.928571	
uce-6448	0.923077	
uce-6449	0.941333	
uce-6451	0.871032	
uce-6454	0.860177	
uce-6457	0.915680	
uce-6458	0.941288	
uce-6459	0.869688	
uce-645	0.980392	
uce-6460	0.850856	
uce-6461	0.911447	
uce-6464	0.897619	
uce-6467	0.876957	
uce-6468	0.949393	
uce-646	0.991379	
uce-6471	0.913628	
uce-6472	0.941807	
uce-6473	0.871636	
uce-6474	0.957921	
uce-6475	0.921120	
uce-6476	0.938182	
uce-6478	0.905882	
uce-6479	0.807595	
uce-647	0.948598	
uce-6480	0.896000	
uce-6482	0.854862	
uce-6484	0.954674	
uce-6485	0.870536	
uce-6486	0.923191	
uce-6487	0.970948	
uce-648	0.971390	
uce-6492	0.875969	
uce-6494	0.960920	
uce-6496	0.885496	
uce-6497	0.994709	
uce-6499	1.000000	
uce-649	0.806104	
uce-6500	0.908805	
uce-6501	0.843818	
uce-6502	0.943750	
uce-6505	0.953206	
uce-6508	0.903537	
uce-6509	0.938628	
uce-6512	0.837054	
uce-6515	0.944245	
uce-6516	0.889590	
uce-6517	0.846501	
uce-6519	0.909753	
uce-6520	0.973294	
uce-6521	0.931880	
uce-6522	0.927614	
uce-6523	0.802521	
uce-6524	0.972050	
uce-6526	0.897133	
uce-6527	0.831740	
uce-6528	0.951220	
uce-652	0.891892	
uce-6530	0.967188	
uce-6532	0.885402	
uce-6533	0.877419	
uce-6534	0.887168	
uce-6535	0.902027	
uce-6538	0.767386	
uce-6540	0.968067	
uce-6541	0.892272	
uce-6543	0.900442	
uce-6546	0.829114	
uce-6548	0.861386	
uce-654	0.953523	
uce-6550	NA	
uce-6551	0.859275	
uce-6552	0.967500	
uce-6553	0.939959	
uce-6554	0.948636	
uce-6555	0.967071	
uce-6557	0.868613	
uce-6558	0.963483	
uce-655	0.764803	
uce-6562	0.863158	
uce-6564	0.935743	
uce-6565	0.888608	
uce-6566	0.874545	
uce-6569	0.921389	
uce-6570	0.924466	
uce-6571	0.932432	
uce-6574	0.964222	
uce-6575	0.934146	
uce-6576	0.933735	
uce-6578	0.746741	
uce-6579	0.952522	
uce-6582	0.951282	
uce-6584	0.977143	
uce-6585	0.987261	
uce-6586	0.733229	
uce-6587	0.962049	
uce-6588	0.908730	
uce-6589	0.936000	
uce-658	0.892537	
uce-6591	0.856072	
uce-6592	0.903654	
uce-6593	0.897707	
uce-6595	0.973913	
uce-6596	0.799145	
uce-6598	0.861723	
uce-6599	0.885886	
uce-65	0.958333	
uce-6601	0.896414	
uce-6602	0.864198	
uce-6603	0.975550	
uce-6604	0.943662	
uce-6606	0.968872	
uce-6608	0.952830	
uce-660	0.939114	
uce-6610	0.923792	
uce-6613	0.930921	
uce-6614	0.957143	
uce-6617	0.920335	
uce-6618	1.000000	
uce-6619	0.923077	
uce-6620	0.906103	
uce-6621	0.959502	
uce-6622	0.964497	
uce-6625	0.963109	
uce-6626	0.960352	
uce-6627	NA	
uce-6628	0.860853	
uce-6629	1.000000	
uce-662	0.947635	
uce-6633	0.983165	
uce-6635	0.965686	
uce-6636	0.886105	
uce-6637	0.950673	
uce-6638	0.996890	
uce-663	0.979866	
uce-6640	0.919283	
uce-6641	0.968468	
uce-6642	1.000000	
uce-6643	0.682975	
uce-6645	0.923077	
uce-6648	0.970711	
uce-6649	0.934783	
uce-664	0.917308	
uce-6652	0.956140	
uce-6653	0.956743	
uce-6654	0.909091	
uce-6655	0.833333	
uce-6657	0.944882	
uce-6658	0.909091	
uce-6659	0.607843	
uce-665	0.966743	
uce-6663	0.880109	
uce-6664	0.783372	
uce-6665	0.949183	
uce-6667	0.964824	
uce-6669	0.908228	
uce-666	0.900383	
uce-6671	0.942993	
uce-6674	0.963492	
uce-6676	0.871224	
uce-6677	0.931953	
uce-6679	0.889518	
uce-667	0.973813	
uce-6680	1.000000	
uce-6682	0.792776	
uce-6684	0.969880	
uce-6688	0.927103	
uce-6690	0.984283	
uce-6692	0.907057	
uce-6693	0.909651	
uce-6695	0.719262	
uce-6696	0.938918	
uce-6698	0.906077	
uce-6699	0.887517	
uce-66	0.885714	
uce-6700	0.870787	
uce-6702	0.868339	
uce-6703	0.983283	
uce-6705	0.969697	
uce-6706	0.900302	
uce-6707	0.697222	
uce-6714	0.890736	
uce-6715	0.868583	
uce-6716	0.934625	
uce-6717	0.918239	
uce-6718	0.976562	
uce-6719	0.938053	
uce-671	0.979874	
uce-6721	0.951941	
uce-6723	0.973186	
uce-6724	0.938879	
uce-6725	0.898361	
uce-6726	0.959283	
uce-6727	0.894578	
uce-672	0.860345	
uce-6731	0.921788	
uce-6732	0.832609	
uce-6734	0.928571	
uce-6735	0.925608	
uce-6736	0.925000	
uce-6739	0.891117	
uce-6740	0.950431	
uce-6741	0.957597	
uce-6742	0.936508	
uce-6743	0.986143	
uce-6746	NA	
uce-6747	0.915094	
uce-6748	0.894400	
uce-674	0.970315	
uce-6750	0.988806	
uce-6754	0.922500	
uce-6756	0.942549	
uce-6757	0.876712	
uce-6758	0.966867	
uce-6762	0.952186	
uce-6763	0.916084	
uce-6764	0.953737	
uce-6765	0.960784	
uce-6766	0.942688	
uce-6769	NA	
uce-6770	0.991573	
uce-6771	0.896980	
uce-6773	0.812641	
uce-6774	0.952854	
uce-6776	0.944664	
uce-6778	0.851852	
uce-6779	0.874587	
uce-6780	0.980507	
uce-6782	0.976364	
uce-6786	0.961905	
uce-6787	0.939516	
uce-6789	0.886228	
uce-678	0.936267	
uce-6790	0.899471	
uce-6791	0.840263	
uce-6792	0.979651	
uce-6796	0.893761	
uce-6797	0.954674	
uce-67	0.986957	
uce-6800	0.951064	
uce-6801	0.772727	
uce-6802	0.895522	
uce-6804	0.933735	
uce-6805	0.896552	
uce-6806	0.956710	
uce-6807	0.925703	
uce-6808	0.877076	
uce-6809	0.861644	
uce-680	0.930265	
uce-6811	0.915789	
uce-6812	0.985542	
uce-6813	0.980645	
uce-6818	0.938889	
uce-681	0.931818	
uce-6820	1.000000	
uce-6821	0.911765	
uce-6823	0.931258	
uce-6824	0.973025	
uce-6826	0.934911	
uce-6827	0.951220	
uce-6829	0.922581	
uce-6830	0.787645	
uce-6831	0.922131	
uce-6833	0.911765	
uce-6838	0.959916	
uce-6839	0.962963	
uce-683	0.891441	
uce-6841	0.969231	
uce-6842	0.976982	
uce-6843	0.834211	
uce-6844	0.945607	
uce-6850	0.982857	
uce-6855	0.951064	
uce-6856	0.888889	
uce-6859	0.870550	
uce-685	0.882122	
uce-6860	0.937288	
uce-6862	0.991736	
uce-6863	0.913043	
uce-6865	0.685714	
uce-6866	0.964286	
uce-686	0.975737	
uce-6870	0.908925	
uce-6871	0.892768	
uce-6872	0.897655	
uce-6873	0.964407	
uce-6874	1.000000	
uce-6875	0.975664	
uce-6879	0.913194	
uce-6880	0.966833	
uce-6881	0.948357	
uce-6882	0.917098	
uce-6885	0.922166	
uce-6887	0.902174	
uce-6892	0.908163	
uce-6894	0.957143	
uce-6896	0.954612	
uce-6898	0.893885	
uce-6902	0.879276	
uce-6903	0.992188	
uce-6904	0.872727	
uce-6906	0.920923	
uce-6907	0.957983	
uce-6909	0.956000	
uce-690	0.929825	
uce-6910	0.954103	
uce-6912	0.932432	
uce-6913	0.907042	
uce-6915	0.906494	
uce-691	0.982183	
uce-6920	0.971888	
uce-6921	0.984536	
uce-6922	0.937008	
uce-6923	1.000000	
uce-6926	0.774566	
uce-6929	0.908411	
uce-692	0.918159	
uce-6931	0.953846	
uce-6932	0.925676	
uce-6933	0.845511	
uce-6934	0.833724	
uce-6937	0.960440	
uce-6938	0.929664	
uce-6939	0.946429	
uce-693	0.960000	
uce-6940	0.918149	
uce-6942	0.867347	
uce-6943	0.873118	
uce-6944	NA	
uce-6945	0.863158	
uce-6946	0.899654	
uce-6947	0.920368	
uce-6948	0.896785	
uce-6950	0.964630	
uce-6953	0.717220	
uce-6954	0.988024	
uce-6955	0.925439	
uce-6956	0.938095	
uce-6957	0.861646	
uce-6959	0.879433	
uce-695	0.925325	
uce-6961	0.826896	
uce-6964	0.949640	
uce-6966	0.944000	
uce-6968	0.960744	
uce-6969	0.962963	
uce-696	0.949721	
uce-6970	0.735211	
uce-6973	0.953488	
uce-6974	0.981013	
uce-6975	0.948630	
uce-6977	0.949555	
uce-697	0.968966	
uce-6981	0.972477	
uce-6983	0.957055	
uce-6984	0.822751	
uce-6986	0.816541	
uce-6987	0.912602	
uce-6988	0.888626	
uce-698	0.930421	
uce-6990	0.835514	
uce-6992	0.943182	
uce-6994	0.912458	
uce-6995	0.905983	
uce-6997	0.877339	
uce-6998	0.913753	
uce-699	1.000000	
uce-6	0.976048	
uce-7000	0.994832	
uce-7002	0.920398	
uce-7003	0.953177	
uce-7004	0.961983	
uce-7008	0.911833	
uce-7009	0.881818	
uce-700	0.897872	
uce-7010	0.851064	
uce-7011	0.938401	
uce-7012	0.931280	
uce-7014	0.986175	
uce-7015	0.926437	
uce-7016	0.920530	
uce-7018	0.811429	
uce-7019	0.960276	
uce-7021	0.737844	
uce-7022	0.848806	
uce-7023	0.933472	
uce-7024	0.991632	
uce-7027	0.956693	
uce-7028	0.912371	
uce-7030	0.911475	
uce-7032	0.954724	
uce-7033	0.830084	
uce-7035	0.951128	
uce-7036	0.931402	
uce-7037	0.898451	
uce-7038	0.938559	
uce-703	0.939349	
uce-7044	0.928429	
uce-7045	0.948087	
uce-7046	0.906417	
uce-7047	0.944079	
uce-7048	0.957399	
uce-7050	0.886473	
uce-7051	0.887273	
uce-7053	0.935844	
uce-7054	0.913486	
uce-7055	0.971264	
uce-7056	0.879365	
uce-7058	0.974537	
uce-7063	0.918317	
uce-7064	0.978723	
uce-7067	0.916409	
uce-7068	0.797160	
uce-7069	0.965909	
uce-706	0.961433	
uce-7070	0.961102	
uce-7071	0.933333	
uce-7072	0.933702	
uce-7073	0.977632	
uce-7074	0.922078	
uce-7076	0.860215	
uce-7077	0.717672	
uce-7078	0.976898	
uce-7079	0.938650	
uce-7080	0.837209	
uce-7081	0.937220	
uce-7082	0.937008	
uce-7083	0.993377	
uce-7084	0.918317	
uce-708	0.942647	
uce-7091	0.878788	
uce-7094	0.946619	
uce-7095	0.883688	
uce-7097	0.884540	
uce-7098	0.895000	
uce-70	0.957729	
uce-7100	0.857143	
uce-7102	0.917007	
uce-7103	0.925397	
uce-7104	0.929612	
uce-7105	0.977742	
uce-7107	0.929323	
uce-7108	0.947123	
uce-7109	0.878282	
uce-710	0.913947	
uce-7113	0.981273	
uce-7117	0.962236	
uce-7118	1.000000	
uce-711	0.872437	
uce-7120	0.940774	
uce-7122	0.901786	
uce-7125	0.949287	
uce-7126	0.871383	
uce-7128	0.855670	
uce-7129	0.886410	
uce-712	0.914234	
uce-7131	0.985915	
uce-7133	0.892393	
uce-7134	0.896907	
uce-7135	0.884120	
uce-7136	0.928315	
uce-7138	0.897476	
uce-7141	0.980645	
uce-7143	0.929155	
uce-7144	0.969758	
uce-7145	0.935754	
uce-7146	0.932203	
uce-7147	0.926380	
uce-7148	0.911150	
uce-7151	0.942268	
uce-7157	0.910985	
uce-7159	0.973941	
uce-715	NA	
uce-7160	0.939490	
uce-7161	0.918288	
uce-7162	0.923313	
uce-7163	0.977049	
uce-7164	0.785838	
uce-7167	0.943978	
uce-7168	0.969521	
uce-7170	0.845475	
uce-7171	0.971979	
uce-7173	0.919854	
uce-7175	0.946593	
uce-717	0.913399	
uce-7183	0.668919	
uce-7184	0.715596	
uce-7188	0.935530	
uce-718	0.961702	
uce-7190	0.887477	
uce-7191	0.900648	
uce-7192	0.974510	
uce-7193	0.897436	
uce-7195	0.968889	
uce-7197	0.927614	
uce-7200	0.877339	
uce-7201	0.939002	
uce-7202	0.962617	
uce-7205	0.977578	
uce-7207	0.955090	
uce-7208	0.870301	
uce-7209	1.000000	
uce-720	0.986456	
uce-7210	0.859073	
uce-7212	0.965997	
uce-7213	0.897527	
uce-7214	0.908377	
uce-7215	1.000000	
uce-7216	0.877030	
uce-7218	0.985102	
uce-7219	0.979127	
uce-7221	0.968447	
uce-7222	0.879725	
uce-7223	0.961279	
uce-7224	0.904899	
uce-7227	0.885093	
uce-7229	0.941558	
uce-7230	0.852292	
uce-7234	0.951172	
uce-7235	0.956679	
uce-7236	0.889908	
uce-7237	0.937778	
uce-7239	0.989655	
uce-7240	0.932961	
uce-7242	0.969340	
uce-7244	0.931429	
uce-7245	0.911111	
uce-7246	0.986637	
uce-7247	0.948582	
uce-7248	0.856757	
uce-7249	0.949202	
uce-724	0.996317	
uce-7251	0.927835	
uce-7252	0.934903	
uce-7253	0.977778	
uce-7255	0.883362	
uce-7257	0.886214	
uce-725	1.000000	
uce-7263	0.983051	
uce-7265	0.886700	
uce-7266	0.860125	
uce-7267	0.970219	
uce-7269	0.942308	
uce-726	0.965318	
uce-7270	0.928047	
uce-7273	0.914754	
uce-7275	0.930958	
uce-7276	0.984694	
uce-7277	0.841642	
uce-7278	0.944828	
uce-7279	0.931915	
uce-727	0.956155	
uce-7282	0.859425	
uce-7283	0.929775	
uce-7284	0.854321	
uce-7287	0.979355	
uce-7288	0.990228	
uce-7289	0.943791	
uce-7291	0.783333	
uce-7292	0.950512	
uce-7294	0.860465	
uce-7295	0.969697	
uce-7296	0.796954	
uce-7297	1.000000	
uce-7298	0.931217	
uce-7299	0.937209	
uce-729	0.966480	
uce-72	0.919105	
uce-7303	0.922179	
uce-7304	0.960699	
uce-7305	0.935933	
uce-7308	0.889610	
uce-7309	0.958333	
uce-730	0.925856	
uce-7310	0.913174	
uce-7311	0.957589	
uce-7313	0.940092	
uce-7314	0.934641	
uce-7316	1.000000	
uce-7317	0.816602	
uce-7319	0.988024	
uce-7320	0.926740	
uce-7322	0.991018	
uce-7323	0.956835	
uce-7324	0.930070	
uce-7325	0.961460	
uce-7328	0.961864	
uce-7329	0.892405	
uce-7330	0.788991	
uce-7331	0.872340	
uce-7336	0.927019	
uce-733	0.874172	
uce-7340	0.855385	
uce-7342	0.817955	
uce-7344	0.960692	
uce-7348	0.975535	
uce-7349	0.967581	
uce-734	0.960276	
uce-7350	0.860606	
uce-7351	0.916793	
uce-7352	0.974409	
uce-7353	0.900433	
uce-7354	0.938303	
uce-7357	0.961965	
uce-7358	0.918919	
uce-735	0.829103	
uce-7361	0.814381	
uce-7362	0.867834	
uce-7363	0.881543	
uce-7364	NA	
uce-7368	0.957684	
uce-7369	0.898734	
uce-736	0.984356	
uce-7371	0.841897	
uce-7372	0.963834	
uce-7376	0.854086	
uce-7379	0.976471	
uce-737	0.944785	
uce-7380	0.845794	
uce-7381	0.930052	
uce-7383	0.964041	
uce-7384	0.948113	
uce-7386	0.877888	
uce-738	0.899254	
uce-7390	0.908918	
uce-7392	0.969586	
uce-7393	0.937500	
uce-7395	0.835010	
uce-7396	0.905812	
uce-7398	0.950680	
uce-7399	0.951632	
uce-7408	0.920988	
uce-7409	0.965458	
uce-740	0.945714	
uce-7412	0.868613	
uce-7413	0.885086	
uce-7414	0.923744	
uce-7415	0.946181	
uce-7417	1.000000	
uce-7419	0.943396	
uce-7420	0.869880	
uce-7421	0.846154	
uce-7422	0.850467	
uce-7423	0.794457	
uce-7425	0.900000	
uce-7426	0.963563	
uce-7427	0.812287	
uce-7428	0.888276	
uce-7429	0.988764	
uce-7432	0.951172	
uce-743	0.936204	
uce-7442	0.949264	
uce-7443	0.689655	
uce-7444	0.842759	
uce-7446	0.877966	
uce-744	0.827529	
uce-7452	NA	
uce-7453	0.829949	
uce-7455	0.962406	
uce-7457	0.817337	
uce-7459	0.933594	
uce-7460	0.875969	
uce-7461	0.968599	
uce-7462	0.895904	
uce-7463	0.978610	
uce-7465	0.843849	
uce-7466	0.967742	
uce-7467	0.965726	
uce-7468	0.881757	
uce-7469	0.938370	
uce-746	0.860182	
uce-7471	0.823671	
uce-7472	0.929712	
uce-7473	0.956063	
uce-7476	0.826816	
uce-7479	0.972810	
uce-747	0.956318	
uce-7482	0.979839	
uce-7483	0.965779	
uce-7484	0.939547	
uce-7485	0.975610	
uce-7487	0.934853	
uce-7488	0.951777	
uce-7489	0.880597	
uce-748	0.923077	
uce-7490	0.916462	
uce-7491	0.976471	
uce-7494	0.938338	
uce-7495	0.933835	
uce-7496	1.000000	
uce-7497	0.921875	
uce-7499	0.978070	
uce-74	0.928571	
uce-7500	0.829819	
uce-7501	0.964736	
uce-7503	0.990977	
uce-7504	0.966851	
uce-7505	0.857477	
uce-7507	0.923628	
uce-7508	0.796902	
uce-750	0.856549	
uce-7510	0.969780	
uce-7511	0.934726	
uce-7512	0.833333	
uce-7513	0.885007	
uce-7514	1.000000	
uce-7515	0.913730	
uce-7516	0.933518	
uce-7518	0.906854	
uce-7520	0.958261	
uce-7521	0.773770	
uce-7522	0.941520	
uce-7527	0.995885	
uce-7529	0.921717	
uce-752	0.805237	
uce-7530	0.953258	
uce-7531	0.890511	
uce-7532	0.968310	
uce-7533	0.810147	
uce-7534	0.921635	
uce-7535	1.000000	
uce-7536	0.899408	
uce-7537	0.968109	
uce-7538	NA	
uce-7539	0.744501	
uce-753	0.961131	
uce-7540	1.000000	
uce-7541	0.965686	
uce-7542	0.956452	
uce-7546	0.895397	
uce-7548	0.894286	
uce-754	0.969369	
uce-7550	0.658228	
uce-7552	0.920000	
uce-7553	0.899194	
uce-7554	1.000000	
uce-7557	0.910537	
uce-7558	0.879928	
uce-7559	1.000000	
uce-7560	0.904192	
uce-7563	0.960486	
uce-7566	0.929860	
uce-7567	1.000000	
uce-7569	0.987988	
uce-7572	0.925651	
uce-7574	0.976456	
uce-7576	0.962134	
uce-7578	0.953202	
uce-7580	0.815920	
uce-7581	0.952381	
uce-7582	0.982796	
uce-7584	0.925926	
uce-7586	0.890625	
uce-7587	0.870000	
uce-7588	0.872596	
uce-7589	0.795367	
uce-7592	0.928105	
uce-7595	0.932886	
uce-7596	0.904950	
uce-7599	0.964800	
uce-759	0.929677	
uce-75	0.819469	
uce-7602	0.846395	
uce-7605	0.900000	
uce-7606	0.799454	
uce-7607	0.918552	
uce-7608	0.916064	
uce-7609	0.981432	
uce-760	0.915094	
uce-7610	0.901754	
uce-7611	0.928571	
uce-7613	0.924272	
uce-7614	0.956835	
uce-7615	0.921811	
uce-7616	0.963303	
uce-7617	0.953216	
uce-761	0.934534	
uce-7620	0.994812	
uce-7621	0.983294	
uce-7622	0.942675	
uce-7623	0.827899	
uce-7624	0.937500	
uce-7627	0.958084	
uce-7628	0.801126	
uce-7629	0.921245	
uce-762	0.974068	
uce-7630	0.951368	
uce-7631	0.687500	
uce-7632	0.924731	
uce-7633	0.926136	
uce-7634	0.688705	
uce-7636	0.950479	
uce-7637	0.869270	
uce-7638	0.875648	
uce-7640	0.721106	
uce-7641	0.900875	
uce-7642	0.966000	
uce-7643	0.870488	
uce-7646	0.879699	
uce-7647	0.954373	
uce-7648	0.866803	
uce-7649	0.957143	
uce-764	0.892537	
uce-7650	0.883382	
uce-7651	0.782946	
uce-7652	0.879713	
uce-7653	0.976510	
uce-7654	0.924964	
uce-7656	0.900709	
uce-7657	0.948718	
uce-7658	0.923754	
uce-7659	0.909434	
uce-765	0.948077	
uce-7661	0.993443	
uce-7662	0.794118	
uce-7665	0.955490	
uce-7666	0.962179	
uce-7667	0.958005	
uce-7668	1.000000	
uce-7669	0.899872	
uce-7673	0.851852	
uce-7676	0.967213	
uce-7678	0.904031	
uce-7679	0.923868	
uce-767	0.938166	
uce-7682	0.865646	
uce-7684	0.903353	
uce-7685	0.918969	
uce-7686	0.928058	
uce-7688	0.931818	
uce-7689	0.901034	
uce-7690	0.810319	
uce-7691	0.911371	
uce-7692	0.941411	
uce-7694	0.957290	
uce-7695	0.877863	
uce-7697	0.934524	
uce-7699	0.982143	
uce-76	0.932821	
uce-7700	0.939968	
uce-7701	1.000000	
uce-7703	0.887460	
uce-7704	0.965620	
uce-7706	0.983740	
uce-7707	0.950156	
uce-7708	0.939683	
uce-7709	0.986175	
uce-7710	0.796330	
uce-7712	0.964218	
uce-7713	0.916084	
uce-7715	0.962733	
